upc,cedis,cluster,model,origin,protection_period_days,on_hand_as_of,sales_after_snapshot,on_hand_projected,demand_p50,demand_p90,demand_mean,service_level_target,safety_stock_policy,safety_stock_quantile,safety_stock,safety_stock_binding,order_up_to,moq,order_qty,implied_service_level,expected_fill_rate,expected_lost_sales,days_of_cover_after_order,unit_value,working_capital,stock_value_after_order,ma4_order_qty,ma4_service_level,ma4_expected_lost_sales,ma4_working_capital,ly_order_qty,ly_service_level,ly_working_capital,delta_working_capital_vs_ma4,delta_service_level_vs_ma4,delta_lost_sales_vs_ma4,fq_order_up_to,fq_order_qty,fq_service_level,fq_expected_lost_sales,fq_working_capital,target_stock_value,fq_target_stock_value,flags
750101310693,VHSA,B-Z,lgbm,2026-03-30,14,31942.0000,1372.0601,30569.9399,6397.2640,7423.3324,6440.5069,0.9000,6397.2640,1026.0684,6397.2640,policy_days,12794.5281,100,0.0000,1.0000,1.0000,0.0000,66.9003,21.8155,0.0000,666898.5589,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,7423.3324,0.0000,1.0000,0.0000,0.0000,279119.0423,161943.7169,
750101310694,CCUL,B-Z,lgbm,2026-03-30,14,14487.0000,1383.7319,13103.2681,6789.0378,7804.1603,6829.2901,0.9000,6789.0378,1015.1225,6789.0378,policy_days,13578.0757,100,500.0000,1.0000,1.0000,0.0000,28.0520,22.9906,11495.3028,312747.3731,400.0000,1.0000,0.0000,9196.2422,0.0000,1.0000,0.0000,2299.0606,0.0000,-0.0000,7804.1603,0.0000,1.0000,0.0000,0.0000,312168.1826,179422.3720,
750101310694,CMD2,B-Z,lgbm,2026-03-30,14,21959.0000,12591.7774,9367.2226,53093.2191,58341.9761,53237.0644,0.9000,53093.2191,5248.7570,53093.2191,policy_days,106186.4382,100,96900.0000,1.0000,1.0000,0.0000,28.0213,22.5148,2181683.4813,2392584.5621,95400.0000,1.0000,0.0000,2147911.2912,96900.0000,1.0000,2181683.4813,33772.1901,0.0000,0.0000,58341.9761,49000.0000,0.9010,207.0554,1103224.8770,2390765.7195,1313557.5388,
750101310694,CMTY,B-Z,lgbm,2026-03-30,14,14650.0000,1382.9836,13267.0164,7051.4875,8465.9558,7123.6000,0.9000,7051.4875,1414.4683,7051.4875,policy_days,14102.9751,100,900.0000,1.0000,1.0000,0.0002,28.1271,22.8505,20565.4317,323723.1204,0.0000,1.0000,0.0019,0.0000,0.0000,1.0000,0.0000,20565.4317,0.0000,-0.0017,8465.9558,0.0000,1.0000,0.0019,0.0000,322259.7452,193451.1508,
750101310694,MXLI,B-Z,lgbm,2026-03-30,14,20132.0000,1497.4322,18634.5678,5886.3565,6922.2517,5933.6356,0.9000,5886.3565,1035.8952,5886.3565,policy_days,11772.7130,100,0.0000,1.0000,1.0000,0.0000,44.3201,22.2632,0.0000,414865.3789,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,6922.2517,0.0000,1.0000,0.0000,0.0000,262098.4329,154111.5730,
750101310694,TLJ,B-Z,lgbm,2026-03-30,14,17272.0000,3245.4230,14026.5770,14434.0359,16441.4815,14508.7414,0.9000,14434.0359,2007.4456,14434.0359,policy_days,28868.0718,100,14900.0000,1.0000,1.0000,0.0000,28.0567,22.8116,339892.7642,659861.3562,14400.0000,1.0000,0.0000,328486.9668,12000.0000,1.0000,273739.1390,11405.7975,0.0000,-0.0000,16441.4815,2500.0000,0.9086,74.4242,57028.9873,658526.7606,375056.4152,
750101310694,VHSA,B-Z,lgbm,2026-03-30,14,20985.0000,1659.0000,19326.0000,8209.7587,9694.3721,8279.1065,0.9000,8209.7587,1484.6134,8209.7587,policy_days,16419.5174,100,0.0000,1.0000,1.0000,0.0000,32.9564,22.7899,0.0000,440438.1532,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,9694.3721,0.0000,1.0000,0.0000,0.0000,374199.6222,220934.0448,
750101310955,CCUL,B-Z,lgbm,2026-03-30,14,2.0000,0.0936,1.9064,0.4634,4.4209,0.9080,0.9000,0.4634,1.5854,1.5854,forecast_quantile,2.0488,100,0.0000,0.8887,0.7575,0.2202,57.5905,44.0352,0.0000,83.9471,0.0000,0.8887,0.2202,0.0000,0.0000,0.8887,0.0000,0.0000,0.0000,0.0000,2.0488,0.0000,0.8887,0.2202,0.0000,90.2189,90.2189,discontinued_review
750101310955,CMD2,B-Z,lgbm,2026-03-30,14,0.0000,1.1404,0.0000,1.1003,3.4792,1.6472,0.9000,1.1003,2.3789,2.3789,forecast_quantile,3.4792,100,0.0000,0.0000,0.0000,1.6472,0.0000,44.3487,0.0000,0.0000,0.0000,0.0000,1.6472,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.4792,0.0000,0.0000,1.6472,0.0000,154.2983,154.2983,discontinued_review;no_inventory_snapshot
750101310955,CMTY,B-Z,lgbm,2026-03-30,14,0.0000,28.4100,0.0000,47.7208,161.8842,75.1598,0.9000,47.7208,114.1634,114.1634,forecast_quantile,161.8842,100,200.0000,0.9336,0.8855,8.6035,58.6747,44.0291,8805.8288,8805.8288,100.0000,0.7812,20.9766,4402.9144,700.0000,0.9976,30820.4009,4402.9144,0.1525,-12.3731,161.8842,200.0000,0.9336,8.6035,8805.8288,7127.6220,7127.6220,no_inventory_snapshot
750101310997,CMD2,B-Z,lgbm,2026-03-30,14,0.0000,78.7564,0.0000,9.4217,45.0838,19.8685,0.9000,9.4217,35.6621,35.6621,forecast_quantile,45.0838,100,100.0000,0.9734,0.8956,2.0750,148.5924,44.6234,4462.3446,4462.3446,500.0000,0.9994,0.1339,22311.7232,900.0000,0.9999,40161.1017,-17849.3785,-0.0260,1.9412,45.0838,100.0000,0.9734,2.0750,4462.3446,2011.7957,2011.7957,no_inventory_snapshot
750101310997,CMTY,B-Z,lgbm,2026-03-30,14,0.0000,8.0874,0.0000,7.7422,33.5384,14.8942,0.9000,7.7422,25.7962,25.7962,forecast_quantile,33.5384,100,100.0000,0.9873,0.9477,0.7789,180.8271,44.4001,4440.0125,4440.0125,200.0000,0.9978,0.2182,8880.0249,300.0000,0.9993,13320.0374,-4440.0125,-0.0104,0.5607,33.5384,100.0000,0.9873,0.7789,4440.0125,1489.1094,1489.1094,no_inventory_snapshot
750101310997,MXLI,B-Z,lgbm,2026-03-30,14,0.0000,16.9897,0.0000,3.7260,7.5925,4.3474,0.9000,3.7260,3.8666,3.8666,forecast_quantile,7.5925,100,100.0000,1.0000,1.0000,0.0000,375.7418,44.2977,4429.7724,4429.7724,200.0000,1.0000,0.0000,8859.5448,100.0000,1.0000,4429.7724,-4429.7724,-0.0000,0.0000,7.5925,100.0000,1.0000,0.0000,4429.7724,336.3324,336.3324,no_inventory_snapshot
750101310997,TLJ,B-Z,lgbm,2026-03-30,14,0.0000,11.3256,0.0000,4.6953,19.1431,8.5665,0.9000,4.6953,14.4478,14.4478,forecast_quantile,19.1431,100,100.0000,0.9974,0.9856,0.1236,298.1697,44.6616,4466.1556,4466.1556,100.0000,0.9974,0.1236,4466.1556,200.0000,0.9997,8932.3112,0.0000,0.0000,0.0000,19.1431,100.0000,0.9974,0.1236,4466.1556,854.9610,854.9610,no_inventory_snapshot
750101310997,VHSA,B-Z,lgbm,2026-03-30,14,0.0000,0.0000,0.0000,0.1728,2.9640,0.2475,0.9000,0.1728,0.3394,0.3394,forecast_quantile,0.5122,100,0.0000,0.0000,0.0000,0.2475,0.0000,44.1454,0.0000,0.0000,0.0000,0.0000,0.2475,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5122,0.0000,0.0000,0.2475,0.0000,22.6110,22.6110,discontinued_review;no_inventory_snapshot
750101311750,CCUL,B-Z,lgbm,2026-03-30,14,2988.0000,304.0000,2684.0000,2469.5879,4237.6125,2698.8030,0.9000,2469.5879,1768.0246,2469.5879,policy_days,4939.1758,100,2300.0000,0.9522,0.9818,49.2434,28.2541,38.9709,89633.1237,194231.0819,1800.0000,0.9216,80.1748,70147.6620,900.0000,0.8116,35073.8310,19485.4617,0.0306,-30.9314,4237.6125,1600.0000,0.9045,97.5171,62353.4773,192484.2425,165143.6724,
750101311750,CMD2,B-Z,lgbm,2026-03-30,14,5101.0000,2338.0000,2763.0000,10860.0992,15505.7135,11287.5815,0.9000,10860.0992,4645.6143,10860.0992,policy_days,21720.1984,100,19000.0000,0.9938,0.9988,13.1496,28.0552,38.6952,735209.3005,842124.2108,20600.0000,0.9971,6.1887,797121.6626,12800.0000,0.9023,495298.8972,-61912.3621,-0.0033,6.9609,15505.7135,12800.0000,0.9023,224.5815,495298.8972,840467.9926,599997.0937,
750101311750,CMTY,B-Z,lgbm,2026-03-30,14,3951.0000,364.0000,3587.0000,2085.0322,3255.5892,2214.9508,0.9000,2085.0322,1170.5570,2085.0322,policy_days,4170.0645,100,600.0000,0.9775,0.9938,13.8020,28.1137,38.7402,23244.1113,162205.1563,900.0000,0.9862,8.4742,34866.1669,0.0000,0.9407,0.0000,-11622.0556,-0.0087,5.3277,3255.5892,0.0000,0.9407,36.6243,0.0000,161549.0702,126122.1301,
750101311750,MXLI,B-Z,lgbm,2026-03-30,14,5858.0000,443.0000,5415.0000,2128.9092,3590.4151,2313.5272,0.9000,2128.9092,1461.5059,2128.9092,policy_days,4257.8183,100,0.0000,0.9890,0.9959,9.5671,35.6098,38.6472,0.0000,209274.7986,0.0000,0.9890,9.5671,0.0000,0.0000,0.9890,0.0000,0.0000,0.0000,0.0000,3590.4151,0.0000,0.9890,9.5671,0.0000,164552.9214,138759.6293,
750101311750,TLJ,B-Z,lgbm,2026-03-30,14,5461.0000,538.0000,4923.0000,3467.3895,5110.1772,3629.8581,0.9000,3467.3895,1642.7877,3467.3895,policy_days,6934.7790,100,2100.0000,0.9902,0.9978,7.8109,28.3562,38.5453,80945.1312,270703.6458,2100.0000,0.9902,7.8109,80945.1312,0.0000,0.8766,0.0000,0.0000,0.0000,0.0000,5110.1772,200.0000,0.9014,82.3113,7709.0601,267303.1401,196973.3174,
750101311750,VHSA,B-Z,lgbm,2026-03-30,14,4710.0000,254.0000,4456.0000,1760.5949,2766.7284,1873.5842,0.9000,1760.5949,1006.1336,1760.5949,policy_days,3521.1897,100,0.0000,0.9958,0.9988,2.3060,35.4335,38.4574,0.0000,171366.1109,0.0000,0.9958,2.3060,0.0000,0.0000,0.9958,0.0000,0.0000,0.0000,0.0000,2766.7284,0.0000,0.9958,2.3060,0.0000,135415.7506,106401.1426,
7507891,CCUL,C-Z,lgbm,2026-03-30,14,102610.0000,2781.1676,99828.8324,12375.9221,18325.7150,12970.3479,0.8500,12375.9221,4624.2427,12375.9221,policy_days,24751.8442,100,0.0000,1.0000,1.0000,0.0000,112.9293,17.7981,0.0000,1776759.0479,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,17000.1648,0.0000,1.0000,0.0000,0.0000,440534.6837,302569.8685,
7507891,CMD2,C-Z,lgbm,2026-03-30,14,117132.0000,20757.1301,96374.8699,104361.1048,149279.3911,108512.6544,0.8500,104361.1048,35039.7068,104361.1048,policy_days,208722.2096,100,112400.0000,0.9935,0.9988,134.6195,28.0071,17.7451,1994546.4944,3704725.8439,140500.0000,0.9983,34.3860,2493183.1180,239000.0000,1.0000,4241073.0620,-498636.6236,-0.0049,100.2334,139400.8116,43100.0000,0.8504,3438.8872,764812.7572,3703791.3825,2473677.9366,
7507891,CMTY,C-Z,lgbm,2026-03-30,14,130634.0000,16708.5158,113925.4842,88057.8997,128371.3016,91950.3151,0.8500,88057.8997,31384.2616,88057.8997,policy_days,176115.7993,100,62200.0000,0.9908,0.9981,176.3399,28.0015,17.6021,1094851.1047,3100179.7579,83400.0000,0.9970,58.1673,1468015.7899,144500.0000,0.9999,2543504.5760,-373164.6852,-0.0062,118.1726,119442.1613,5600.0000,0.8506,3123.1606,98571.8036,3100009.2833,2102433.7981,
7507891,MXLI,C-Z,lgbm,2026-03-30,14,115162.0000,2343.5155,112818.4845,11700.5749,16009.1743,12056.0106,0.8500,11700.5749,3376.7997,11700.5749,policy_days,23401.1498,100,0.0000,1.0000,1.0000,0.0000,134.9898,17.9834,0.0000,2028860.0649,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,15077.3746,0.0000,1.0000,0.0000,0.0000,420832.2653,271142.4758,
7507891,TLJ,C-Z,lgbm,2026-03-30,14,110711.0000,10785.6317,99925.3683,50276.0337,72769.2233,52412.9107,0.8500,50276.0337,17524.4576,50276.0337,policy_days,100552.0674,100,700.0000,0.9919,0.9984,85.3259,28.0204,18.2808,12796.5381,1839509.0808,11400.0000,0.9971,30.8954,208400.7628,23800.0000,0.9991,435082.2943,-195604.2247,-0.0052,54.4305,67800.4913,0.0000,0.9914,91.1791,0.0000,1838169.0831,1239445.0966,
7507891,VHSA,C-Z,lgbm,2026-03-30,14,118046.0000,4113.0233,113932.9767,19551.0208,29220.2184,20536.1143,0.8500,19551.0208,7507.5423,19551.0208,policy_days,39102.0417,100,0.0000,1.0000,1.0000,0.0001,81.5846,17.9362,0.0000,2043521.3679,0.0000,1.0000,0.0001,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,27058.5632,0.0000,1.0000,0.0001,0.0000,701340.9111,485327.0197,
