upc,cedis,cluster,model,origin,protection_period_days,on_hand_as_of,sales_after_snapshot,on_hand_projected,demand_p50,demand_p90,demand_mean,service_level_target,safety_stock_policy,safety_stock_quantile,safety_stock,safety_stock_binding,order_up_to,moq,order_qty,implied_service_level,expected_fill_rate,expected_lost_sales,days_of_cover_after_order,unit_value,working_capital,stock_value_after_order,ma4_order_qty,ma4_service_level,ma4_expected_lost_sales,ma4_working_capital,ly_order_qty,ly_service_level,ly_working_capital,delta_working_capital_vs_ma4,delta_service_level_vs_ma4,delta_lost_sales_vs_ma4,fq_order_up_to,fq_order_qty,fq_service_level,fq_expected_lost_sales,fq_working_capital,target_stock_value,fq_target_stock_value,flags
750101310551,TLJ,B-Z,lgbm,2026-03-30,14,3458.0000,274.8085,3183.1915,1454.5789,1843.1592,1479.6158,0.9000,1454.5789,388.5803,1454.5789,policy_days,2909.1578,100,0.0000,1.0000,1.0000,0.0015,30.6375,44.4290,0.0000,141426.1333,0.0000,1.0000,0.0015,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1843.1592,0.0000,1.0000,0.0015,0.0000,129251.0782,81889.7892,
750101310551,VHSA,B-Z,lgbm,2026-03-30,14,3181.0000,131.0000,3050.0000,778.8031,976.3972,791.0198,0.9000,778.8031,197.5941,778.8031,policy_days,1557.6062,100,0.0000,1.0000,1.0000,0.0000,54.8277,43.7808,0.0000,133531.3093,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,976.3972,0.0000,1.0000,0.0000,0.0000,68193.1789,42747.4071,
750101310553,CCUL,B-Z,lgbm,2026-03-30,14,231.0000,59.0000,172.0000,240.2778,343.6138,249.8231,0.9000,240.2778,103.3360,240.2778,policy_days,480.5556,100,400.0000,0.9991,0.9998,0.0448,33.3281,48.3765,19350.5924,27671.3472,300.0000,0.9922,0.3699,14512.9443,0.0000,0.1155,0.0000,4837.6481,0.0068,-0.3251,343.6138,200.0000,0.9413,2.9232,9675.2962,23247.5874,16622.8269,
750101310553,CMD2,B-Z,lgbm,2026-03-30,14,286.0000,347.0000,0.0000,1560.6154,2104.9890,1603.7411,0.9000,1560.6154,544.3736,1560.6154,policy_days,3121.2308,100,3200.0000,0.9989,0.9999,0.2324,28.7066,48.5286,155291.5877,155291.5877,3300.0000,0.9993,0.1477,160144.4498,300.0000,0.0000,14558.5863,-4852.8621,-0.0004,0.0847,2104.9890,2200.0000,0.9293,17.7020,106762.9665,151469.0249,102152.2137,
750101310553,CMTY,B-Z,lgbm,2026-03-30,14,131.0000,96.0000,35.0000,423.5753,562.9714,434.1422,0.9000,423.5753,139.3960,423.5753,policy_days,847.1507,100,900.0000,0.9998,1.0000,0.0098,30.9036,48.2060,43385.4132,45072.6238,800.0000,0.9989,0.0613,38564.8118,0.0000,0.0000,0.0000,4820.6015,0.0009,-0.0515,562.9714,600.0000,0.9659,2.0560,28923.6088,40837.7573,27138.6061,
750101310553,MXLI,B-Z,lgbm,2026-03-30,14,126.0000,30.0000,96.0000,123.8944,197.4387,132.3619,0.9000,123.8944,73.5443,123.8944,policy_days,247.7889,100,200.0000,0.9917,0.9975,0.3341,33.4478,47.8699,9573.9797,14169.4900,200.0000,0.9917,0.3341,9573.9797,200.0000,0.9917,9573.9797,0.0000,0.0000,0.0000,197.4387,200.0000,0.9917,0.3341,9573.9797,11861.6291,9451.3721,
750101310553,TLJ,B-Z,lgbm,2026-03-30,14,128.0000,86.0000,42.0000,343.6921,529.7843,363.8537,0.9000,343.6921,186.0922,343.6921,policy_days,687.3841,100,700.0000,0.9887,0.9970,1.0901,30.2247,48.0208,33614.5468,35631.4196,600.0000,0.9679,3.0871,28812.4687,0.0000,0.0000,0.0000,4802.0781,0.0208,-1.9969,529.7843,500.0000,0.9113,8.6759,24010.3906,33008.7226,25440.6542,
750101310553,VHSA,B-Z,lgbm,2026-03-30,14,189.0000,40.0000,149.0000,150.9103,257.4744,164.6092,0.9000,150.9103,106.5641,150.9103,policy_days,301.8207,100,200.0000,0.9778,0.9915,1.3933,32.3768,48.3741,9674.8170,16882.5557,200.0000,0.9778,1.3933,9674.8170,200.0000,0.9778,9674.8170,0.0000,0.0000,0.0000,257.4744,200.0000,0.9778,1.3933,9674.8170,14600.2982,12455.0892,
750101310556,CMD2,B-Z,lgbm,2026-03-30,14,2111.0000,420.0000,1691.0000,2011.2049,2759.9560,2073.4760,0.9000,2011.2049,748.7511,2011.2049,policy_days,4022.4097,100,2400.0000,0.9980,0.9997,0.6387,28.4775,46.9246,112619.1254,191968.6842,2100.0000,0.9949,1.6409,98541.7348,7400.0000,1.0000,347242.3034,14077.3907,0.0031,-1.0022,2759.9560,1100.0000,0.9077,32.9297,51617.0992,188750.1099,129509.9287,
750101310556,CMTY,B-Z,lgbm,2026-03-30,14,1571.0000,90.0000,1481.0000,476.1397,662.6833,492.2478,0.9000,476.1397,186.5436,476.1397,policy_days,952.2793,100,0.0000,1.0000,1.0000,0.0005,43.5460,46.7496,0.0000,69236.0853,0.0000,1.0000,0.0005,0.0000,500.0000,1.0000,23374.7756,0.0000,0.0000,0.0000,662.6833,0.0000,1.0000,0.0005,0.0000,44518.6321,30980.1458,
750101310556,TLJ,B-Z,lgbm,2026-03-30,14,2512.0000,97.0000,2415.0000,392.6045,596.1854,414.0271,0.9000,392.6045,203.5809,392.6045,policy_days,785.2090,100,0.0000,1.0000,1.0000,0.0000,86.1172,46.9282,0.0000,113331.7168,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,596.1854,0.0000,1.0000,0.0000,0.0000,36848.4807,27977.9351,
750101310556,VHSA,B-Z,lgbm,2026-03-30,14,2149.0000,58.0000,2091.0000,190.4109,292.8629,201.4640,0.9000,190.4109,102.4521,190.4109,policy_days,380.8217,100,0.0000,1.0000,1.0000,0.0000,153.7412,46.6226,0.0000,97487.8547,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,292.8629,0.0000,1.0000,0.0000,0.0000,17754.8977,13654.0300,
750101310577,CCUL,B-Z,lgbm,2026-03-30,14,2161.0000,136.8268,2024.1732,755.5692,955.3154,768.3324,0.9000,755.5692,199.7462,755.5692,policy_days,1511.1383,100,0.0000,1.0000,1.0000,0.0000,37.5061,47.1993,0.0000,95539.6375,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,955.3154,0.0000,1.0000,0.0000,0.0000,71324.7309,45090.2561,
750101310577,CMD2,B-Z,lgbm,2026-03-30,14,2764.0000,1431.6893,1332.3107,6795.6209,8084.2102,6858.2813,0.9000,6795.6209,1288.5893,6795.6209,policy_days,13591.2418,100,12300.0000,1.0000,1.0000,0.0000,28.0846,47.3871,582861.9109,645996.3148,10700.0000,1.0000,0.0045,507042.4753,11800.0000,1.0000,559168.3373,75819.4356,0.0000,-0.0044,8084.2102,6800.0000,0.9075,50.3007,322232.6011,644050.1739,383087.6570,
750101310577,CMTY,B-Z,lgbm,2026-03-30,14,2644.0000,365.1327,2278.8673,1880.8237,2272.5142,1901.4277,0.9000,1880.8237,391.6905,1880.8237,policy_days,3761.6474,100,1500.0000,1.0000,1.0000,0.0001,28.1282,47.3011,70951.5774,178744.3950,1300.0000,1.0000,0.0007,61491.3671,1500.0000,1.0000,70951.5774,9460.2103,0.0000,-0.0006,2272.5142,0.0000,0.9033,16.2874,0.0000,177929.8778,107492.3133,
750101310577,MXLI,B-Z,lgbm,2026-03-30,14,3149.0000,112.3847,3036.6153,395.4988,504.2509,402.6684,0.9000,395.4988,108.7521,395.4988,policy_days,790.9975,100,0.0000,1.0000,1.0000,0.0000,107.4911,46.6707,0.0000,141721.0395,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,504.2509,0.0000,1.0000,0.0000,0.0000,36916.4292,23533.7559,
750101310577,TLJ,B-Z,lgbm,2026-03-30,14,3118.0000,275.8833,2842.1167,1473.0778,1865.9660,1498.3597,0.9000,1473.0778,392.8882,1473.0778,policy_days,2946.1556,100,200.0000,1.0000,1.0000,0.0057,28.9120,46.7244,9344.8809,142141.0927,0.0000,0.9998,0.0250,0.0000,0.0000,0.9998,0.0000,9344.8809,0.0001,-0.0193,1865.9660,0.0000,0.9998,0.0250,0.0000,137657.3654,87186.1508,
750101310577,VHSA,B-Z,lgbm,2026-03-30,14,3231.0000,196.1079,3034.8921,832.0415,1043.1632,845.0956,0.9000,832.0415,211.1218,832.0415,policy_days,1664.0829,100,0.0000,1.0000,1.0000,0.0000,51.0654,47.1053,0.0000,142959.6021,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1043.1632,0.0000,1.0000,0.0000,0.0000,78387.1814,49138.5519,
750101310607,CCUL,B-Z,lgbm,2026-03-30,14,1806.0000,58.0000,1748.0000,260.8478,325.0623,264.7226,0.9000,260.8478,64.2145,260.8478,policy_days,521.6957,100,0.0000,1.0000,1.0000,0.0000,93.8171,49.4257,0.0000,86396.1651,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,325.0623,0.0000,1.0000,0.0000,0.0000,25785.1857,16066.4417,
750101310607,CMD2,B-Z,lgbm,2026-03-30,14,1964.0000,543.0000,1421.0000,2588.9560,3024.7911,2608.1062,0.9000,2588.9560,435.8351,2588.9560,policy_days,5177.9121,100,3800.0000,1.0000,1.0000,0.0000,28.2330,49.4135,187771.4439,257988.0812,3600.0000,1.0000,0.0000,177888.7363,3600.0000,1.0000,177888.7363,9882.7076,0.0000,-0.0000,3024.7911,1700.0000,0.9382,10.6388,84003.0144,255858.9532,149465.6291,
750101310607,MXLI,B-Z,lgbm,2026-03-30,14,2191.0000,59.0000,2132.0000,208.4473,289.4367,215.3983,0.9000,208.4473,80.9894,208.4473,policy_days,416.8946,100,0.0000,1.0000,1.0000,0.0000,143.1921,48.5606,0.0000,103531.1541,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,289.4367,0.0000,1.0000,0.0000,0.0000,20244.6439,14055.2148,
750101310607,TLJ,B-Z,lgbm,2026-03-30,14,2282.0000,119.0000,2163.0000,510.1217,625.8222,516.6526,0.9000,510.1217,115.7005,510.1217,policy_days,1020.2435,100,0.0000,1.0000,1.0000,0.0000,59.3623,48.5580,0.0000,105030.9027,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,625.8222,0.0000,1.0000,0.0000,0.0000,49540.9584,30388.6596,
750101310621,CMD2,B-Z,lgbm,2026-03-30,14,1002.0000,365.0000,637.0000,1987.4668,2484.8584,2017.8820,0.9000,1987.4668,497.3915,1987.4668,policy_days,3974.9337,100,3400.0000,1.0000,1.0000,0.0039,28.4372,49.9609,169867.0611,201692.1546,3200.0000,0.9999,0.0132,159874.8810,2300.0000,0.9875,114910.0707,9992.1801,0.0001,-0.0093,2484.8584,1900.0000,0.9193,17.3959,94925.7106,198591.2660,124145.7606,
750101310621,CMTY,B-Z,lgbm,2026-03-30,14,899.0000,96.0000,803.0000,376.8472,511.1608,387.6610,0.9000,376.8472,134.3136,376.8472,policy_days,753.6944,100,0.0000,0.9993,0.9999,0.0405,29.8317,50.8108,0.0000,40801.0545,0.0000,0.9993,0.0405,0.0000,0.0000,0.9993,0.0000,0.0000,0.0000,0.0000,511.1608,0.0000,0.9993,0.0405,0.0000,38295.7979,25972.4792,
750101310621,MXLI,B-Z,lgbm,2026-03-30,14,1070.0000,18.0000,1052.0000,106.4095,155.1077,111.1104,0.9000,106.4095,48.6982,106.4095,policy_days,212.8190,100,0.0000,1.0000,1.0000,0.0000,138.4087,51.1324,0.0000,53791.2628,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,155.1077,0.0000,1.0000,0.0000,0.0000,10881.9397,7931.0251,
750101310621,TLJ,B-Z,lgbm,2026-03-30,14,1138.0000,74.0000,1064.0000,399.5244,548.9706,411.9970,0.9000,399.5244,149.4462,399.5244,policy_days,799.0487,100,0.0000,1.0000,1.0000,0.0025,37.2843,50.9570,0.0000,54218.2546,0.0000,1.0000,0.0025,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,548.9706,0.0000,1.0000,0.0025,0.0000,40717.1318,27973.8971,
750101310621,VHSA,B-Z,lgbm,2026-03-30,14,1114.0000,78.0000,1036.0000,321.5824,437.9217,331.0540,0.9000,321.5824,116.3393,321.5824,policy_days,643.1648,100,0.0000,1.0000,1.0000,0.0000,45.1020,51.2443,0.0000,53089.0476,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,437.9217,0.0000,1.0000,0.0000,0.0000,32958.5013,22440.9704,
750101310624,CMD2,B-Z,lgbm,2026-03-30,14,4347.0000,322.0000,4025.0000,1339.8768,1599.6589,1352.7484,0.9000,1339.8768,259.7821,1339.8768,policy_days,2679.7537,100,0.0000,1.0000,1.0000,0.0000,42.0561,50.4720,0.0000,203149.6969,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1599.6589,0.0000,1.0000,0.0000,0.0000,135252.4595,80737.9443,
750101310624,CMTY,B-Z,lgbm,2026-03-30,14,3952.0000,39.0000,3913.0000,213.4728,301.2803,221.3282,0.9000,213.4728,87.8075,213.4728,policy_days,426.9456,100,0.0000,1.0000,1.0000,0.0000,256.6229,50.7639,0.0000,198639.2297,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,301.2803,0.0000,1.0000,0.0000,0.0000,21673.4332,15294.1723,
750101310624,TLJ,B-Z,lgbm,2026-03-30,14,4461.0000,77.0000,4384.0000,291.1531,356.0852,294.7678,0.9000,291.1531,64.9321,291.1531,policy_days,582.3062,100,0.0000,1.0000,1.0000,0.0000,210.8032,50.5242,0.0000,221498.2393,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,356.0852,0.0000,1.0000,0.0000,0.0000,29420.5721,17990.9322,
750101310624,VHSA,B-Z,lgbm,2026-03-30,14,6011.0000,40.0000,5971.0000,219.1249,306.9783,226.8398,0.9000,219.1249,87.8534,219.1249,policy_days,438.2498,100,0.0000,1.0000,1.0000,0.0000,381.4902,50.4113,0.0000,301005.5928,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,306.9783,0.0000,1.0000,0.0000,0.0000,22092.7214,15475.1587,
750101310689,CCUL,B-Z,lgbm,2026-03-30,14,3860.0000,265.0000,3595.0000,1228.6874,1419.9487,1236.5417,0.9000,1228.6874,191.2613,1228.6874,policy_days,2457.3749,100,0.0000,1.0000,1.0000,0.0000,40.9624,39.2549,0.0000,141121.3186,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1419.9487,0.0000,1.0000,0.0000,0.0000,96463.9735,55739.9264,
750101310689,CMD2,B-Z,lgbm,2026-03-30,14,4610.0000,2926.7564,1683.2436,11792.9367,13088.1942,11831.9898,0.9000,11792.9367,1295.2576,11792.9367,policy_days,23585.8734,100,22000.0000,1.0000,1.0000,0.0000,28.1156,38.6303,849866.8718,914891.0983,21400.0000,1.0000,0.0000,826688.6844,24800.0000,1.0000,958031.7464,23178.1874,0.0000,0.0000,13088.1942,11500.0000,0.9147,43.3514,444248.5921,911129.6553,505601.0317,
750101310689,CMTY,B-Z,lgbm,2026-03-30,14,3966.0000,381.0261,3584.9739,1661.7447,1913.6637,1671.8547,0.9000,1661.7447,251.9190,1661.7447,policy_days,3323.4895,100,0.0000,1.0000,1.0000,0.0000,30.2030,39.0560,0.0000,140014.6058,0.0000,1.0000,0.0000,0.0000,100.0000,1.0000,3905.5963,0.0000,0.0000,0.0000,1913.6637,0.0000,1.0000,0.0000,0.0000,129802.0818,74739.9800,
750101310689,MXLI,B-Z,lgbm,2026-03-30,14,4796.0000,352.7968,4443.2032,1256.0403,1473.2309,1265.8053,0.9000,1256.0403,217.1906,1256.0403,policy_days,2512.0806,100,0.0000,1.0000,1.0000,0.0000,49.5246,39.4219,0.0000,175159.4751,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1473.2309,0.0000,1.0000,0.0000,0.0000,99030.9685,58077.5503,
750101310689,TLJ,B-Z,lgbm,2026-03-30,14,5512.0000,730.4273,4781.5727,3214.2665,3688.9695,3232.8876,0.9000,3214.2665,474.7029,3214.2665,policy_days,6428.5330,100,1700.0000,1.0000,1.0000,0.0000,28.2310,39.1047,66477.9660,253459.8650,1600.0000,1.0000,0.0000,62567.4974,2700.0000,1.0000,105582.6519,3910.4686,0.0000,-0.0000,3688.9695,0.0000,0.9999,0.0139,0.0000,251385.7657,144255.9919,
750101310689,VHSA,B-Z,lgbm,2026-03-30,14,5238.0000,443.2207,4794.7793,1858.8985,2168.1793,1872.3515,0.9000,1858.8985,309.2808,1858.8985,policy_days,3717.7970,100,0.0000,1.0000,1.0000,0.0000,36.1111,38.9583,0.0000,186796.6212,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,2168.1793,0.0000,1.0000,0.0000,0.0000,144839.1833,84468.6580,
750101310690,CCUL,B-Z,lgbm,2026-03-30,14,2140.0000,154.0000,1986.0000,713.1528,867.7501,721.5602,0.9000,713.1528,154.5972,713.1528,policy_days,1426.3057,100,0.0000,1.0000,1.0000,0.0000,38.9874,50.8316,0.0000,100951.5504,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,867.7501,0.0000,1.0000,0.0000,0.0000,72501.3956,44109.1223,
750101310690,CMD2,B-Z,lgbm,2026-03-30,14,2547.0000,1383.0000,1164.0000,5209.7679,5892.0078,5233.8427,0.9000,5209.7679,682.2399,5209.7679,policy_days,10419.5358,100,9300.0000,1.0000,1.0000,0.0000,28.1195,50.4839,469500.2860,528263.5476,9500.0000,1.0000,0.0000,479597.0663,9600.0000,1.0000,484645.4565,-10096.7803,-0.0000,0.0000,5892.0078,4800.0000,0.9204,21.4529,242322.7282,526018.8228,297451.5449,
750101310690,CMTY,B-Z,lgbm,2026-03-30,14,2370.0000,230.0000,2140.0000,973.6629,1148.6929,981.7976,0.9000,973.6629,175.0300,973.6629,policy_days,1947.3259,100,0.0000,1.0000,1.0000,0.0000,30.7704,50.9081,0.0000,108943.3540,0.0000,1.0000,0.0000,0.0000,100.0000,1.0000,5090.8109,0.0000,0.0000,0.0000,1148.6929,0.0000,1.0000,0.0000,0.0000,99134.6788,58477.7857,
750101310690,TLJ,B-Z,lgbm,2026-03-30,14,3286.0000,304.0000,2982.0000,1486.1474,1763.7952,1499.4801,0.9000,1486.1474,277.6479,1486.1474,policy_days,2972.2948,100,0.0000,1.0000,1.0000,0.0000,28.0914,50.8054,0.0000,151501.6242,0.0000,1.0000,0.0000,0.0000,500.0000,1.0000,25402.6868,0.0000,0.0000,0.0000,1763.7952,0.0000,1.0000,0.0000,0.0000,151008.5457,89610.2765,
750101310690,VHSA,B-Z,lgbm,2026-03-30,14,3098.0000,207.0000,2891.0000,925.6825,1087.5319,933.0286,0.9000,925.6825,161.8494,925.6825,policy_days,1851.3650,100,0.0000,1.0000,1.0000,0.0000,43.7234,50.9042,0.0000,147163.9943,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1087.5319,0.0000,1.0000,0.0000,0.0000,94242.2252,55359.9220,
750101310691,CCUL,B-Z,lgbm,2026-03-30,14,3666.0000,192.0000,3474.0000,1029.9988,1183.1570,1036.0427,0.9000,1029.9988,153.1581,1029.9988,policy_days,2059.9977,100,0.0000,1.0000,1.0000,0.0000,47.2195,35.6540,0.0000,123862.1603,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1183.1570,0.0000,1.0000,0.0000,0.0000,73447.2552,42184.3349,
750101310691,CMD2,B-Z,lgbm,2026-03-30,14,4566.0000,2072.2477,2493.7523,9559.4683,10541.4510,9587.3354,0.9000,9559.4683,981.9827,9559.4683,policy_days,19118.9366,100,16700.0000,1.0000,1.0000,0.0000,28.1096,36.2342,605111.9074,695471.1401,15600.0000,1.0000,0.0000,565254.2368,16400.0000,1.0000,594241.6336,39857.6705,0.0000,-0.0000,10541.4510,8100.0000,0.9109,34.3809,293497.3922,692760.2512,381961.5291,
750101310691,CMTY,B-Z,lgbm,2026-03-30,14,3363.0000,275.0000,3088.0000,1087.3223,1191.7058,1090.1074,0.9000,1087.3223,104.3835,1087.3223,policy_days,2174.6446,100,0.0000,1.0000,1.0000,0.0000,39.7601,35.4250,0.0000,109392.2588,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1191.7058,0.0000,1.0000,0.0000,0.0000,77036.6856,42216.1221,
750101310691,MXLI,B-Z,lgbm,2026-03-30,14,4535.0000,184.0000,4351.0000,719.3803,862.7528,726.6503,0.9000,719.3803,143.3725,719.3803,policy_days,1438.7606,100,0.0000,1.0000,1.0000,0.0000,84.6757,36.1493,0.0000,157285.8048,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,862.7528,0.0000,1.0000,0.0000,0.0000,52010.2550,31187.9510,
750101310691,TLJ,B-Z,lgbm,2026-03-30,14,4074.0000,488.8482,3585.1518,2147.2047,2464.1017,2159.6282,0.9000,2147.2047,316.8970,2147.2047,policy_days,4294.4094,100,800.0000,1.0000,1.0000,0.0000,28.5916,36.3734,29098.7192,159502.8760,600.0000,1.0000,0.0000,21824.0394,1000.0000,1.0000,36373.3990,7274.6798,0.0000,-0.0000,2464.1017,0.0000,1.0000,0.0001,0.0000,156202.2675,89627.7535,
750101310691,VHSA,B-Z,lgbm,2026-03-30,14,4642.0000,335.0000,4307.0000,1622.8534,1846.8173,1631.1315,0.9000,1622.8534,223.9639,1622.8534,policy_days,3245.7068,100,0.0000,1.0000,1.0000,0.0000,37.1555,36.1948,0.0000,155891.0676,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1846.8173,0.0000,1.0000,0.0000,0.0000,117477.7552,66845.2112,
750101310692,CCUL,B-Z,lgbm,2026-03-30,14,2949.0000,161.0000,2788.0000,1057.5859,1318.7819,1073.3882,0.9000,1057.5859,261.1960,1057.5859,policy_days,2115.1718,100,0.0000,1.0000,1.0000,0.0000,36.9067,43.6560,0.0000,121712.8797,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1318.7819,0.0000,1.0000,0.0000,0.0000,92339.9025,57572.7199,
750101310692,CMD2,B-Z,lgbm,2026-03-30,14,4120.0000,2454.2641,1665.7359,10326.6360,12246.0805,10418.4107,0.9000,10326.6360,1919.4445,10326.6360,policy_days,20653.2720,100,19000.0000,1.0000,1.0000,0.0000,28.0169,42.8554,814251.8591,885637.5709,19000.0000,1.0000,0.0000,814251.8591,20300.0000,1.0000,869963.8284,0.0000,0.0000,0.0000,12246.0805,10600.0000,0.9021,79.6635,454266.8267,885103.4278,524810.2004,
750101310692,CMTY,B-Z,lgbm,2026-03-30,14,2643.0000,216.0000,2427.0000,1014.9327,1248.1321,1028.2365,0.9000,1014.9327,233.1994,1014.9327,policy_days,2029.8654,100,0.0000,1.0000,1.0000,0.0000,33.4781,43.4102,0.0000,105356.4942,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1248.1321,0.0000,1.0000,0.0000,0.0000,88116.8103,54181.6306,
750101310692,MXLI,B-Z,lgbm,2026-03-30,14,3449.0000,137.0000,3312.0000,532.9248,678.8992,542.5189,0.9000,532.9248,145.9744,532.9248,policy_days,1065.8496,100,0.0000,1.0000,1.0000,0.0000,87.0066,43.4434,0.0000,143884.7009,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,678.8992,0.0000,1.0000,0.0000,0.0000,46304.1815,29493.7206,
750101310692,TLJ,B-Z,lgbm,2026-03-30,14,3430.0000,430.7403,2999.2597,2210.3089,2576.9440,2226.2152,0.9000,2210.3089,366.6351,2210.3089,policy_days,4420.6179,100,1500.0000,1.0000,1.0000,0.0000,28.4981,43.7900,65684.9805,197022.5222,1400.0000,1.0000,0.0000,61305.9818,1200.0000,1.0000,52547.9844,4378.9987,0.0000,-0.0000,2576.9440,0.0000,0.9946,0.6408,0.0000,193578.8001,112844.3464,
750101310692,VHSA,B-Z,lgbm,2026-03-30,14,3753.0000,332.0000,3421.0000,1615.2117,1994.7234,1637.2613,0.9000,1615.2117,379.5117,1615.2117,policy_days,3230.4233,100,0.0000,1.0000,1.0000,0.0003,29.6518,43.5103,0.0000,148848.6303,0.0000,1.0000,0.0003,0.0000,200.0000,1.0000,8702.0538,0.0000,0.0000,0.0000,1994.7234,0.0000,1.0000,0.0003,0.0000,140556.5873,86790.9518,
750101310693,CCUL,B-Z,lgbm,2026-03-30,14,23760.0000,715.0000,23045.0000,3844.2735,4334.3481,3861.1596,0.9000,3844.2735,490.0746,3844.2735,policy_days,7688.5470,100,0.0000,1.0000,1.0000,0.0000,83.9248,21.4852,0.0000,495126.9229,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,4334.3481,0.0000,1.0000,0.0000,0.0000,165190.1326,93124.4275,
750101310693,CMD2,B-Z,lgbm,2026-03-30,14,34808.0000,12313.8464,22494.1536,51969.2338,57743.1288,52145.1345,0.9000,51969.2338,5773.8950,51969.2338,policy_days,103938.4676,100,81500.0000,1.0000,1.0000,0.0000,28.0150,21.8528,1781003.2396,2272563.4898,83400.0000,1.0000,0.0000,1822523.5605,77100.0000,1.0000,1684850.9174,-41520.3209,0.0000,0.0000,57743.1288,35300.0000,0.9019,227.5951,771403.8571,2271346.5961,1261849.0730,
750101310693,CMTY,B-Z,lgbm,2026-03-30,14,24212.0000,1555.8809,22656.1191,6791.9683,7680.7031,6823.3080,0.9000,6791.9683,888.7348,6791.9683,policy_days,13583.9366,100,0.0000,1.0000,1.0000,0.0000,46.7001,21.7823,0.0000,493502.0772,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,7680.7031,0.0000,1.0000,0.0000,0.0000,295889.1999,167303.2752,
750101310693,MXLI,B-Z,lgbm,2026-03-30,14,27309.0000,762.1330,26546.8670,3350.3651,3728.2423,3362.0342,0.9000,3350.3651,377.8772,3350.3651,policy_days,6700.7302,100,0.0000,1.0000,1.0000,0.0000,110.9300,21.7357,0.0000,577015.4048,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,3728.2423,0.0000,1.0000,0.0000,0.0000,145645.2304,81036.0506,
750101310693,TLJ,B-Z,lgbm,2026-03-30,14,28627.0000,2695.0000,25932.0000,11582.1991,12833.2543,11619.3551,0.9000,11582.1991,1251.0552,11582.1991,policy_days,23164.3983,100,0.0000,1.0000,1.0000,0.0000,31.3453,21.7414,0.0000,563798.3999,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,12833.2543,0.0000,1.0000,0.0000,0.0000,503626.8194,279013.1207,
