upc,cedis,cluster,date,on_hand,stores_reporting,stockout_store_share,daily_mean_7d,demand_7d_p50,demand_7d_p90,cover_days,cover_threshold,p_stockout_7d,alert_cover,alert_prob,alert_iforest,iforest_score,severity
750101310556,CMTY,B-Z,2026-04-02,1571.0,65,0.046153846153846156,33.76278933476923,236.3395253433846,327.10676046156914,46.53051572318315,21,4.04121180963557e-14,False,False,False,0.3516393052392365,none
750101310482,TLJ,A-Y,2026-04-02,9560.0,306,0.07516339869281045,304.13103106069383,2128.917217424857,2752.1574864851937,31.43381971467476,14,3.275157922644212e-14,False,False,False,0.4183007676556628,none
750101310327,TLJ,A-Y,2026-04-02,10365.0,170,0.06470588235294118,445.4445510680543,3118.11185747638,3816.678679396503,23.26888941653358,14,1.3211653993039363e-14,False,False,False,0.34862625358137755,none
61300876528,TLJ,A-Y,2026-04-02,40352.0,463,0.01079913606911447,1728.0568635137702,12096.398044596392,14807.198232705934,23.351083434806455,14,1.1213252548714081e-14,False,False,False,0.3951308637933175,none
750101310551,CCUL,B-Z,2026-04-02,2854.0,58,0.05172413793103448,62.00729646426753,434.0510752498727,595.4139455354918,46.02684139994158,21,1.1213252548714081e-14,False,False,False,0.3474700384859448,none
750101310445,CMTY,A-Z,2026-04-02,1315.0,66,0.015151515151515152,33.44183438832042,234.09284071824294,312.3456048470799,39.32200562715735,21,8.659739592076221e-15,False,False,False,0.35953149389466493,none
750101310550,VHSA,B-Y,2026-04-02,21832.0,427,0.01405152224824356,1172.4005797745342,8206.80405842174,9663.45762241118,18.621621633962803,14,8.326672684688674e-15,False,False,False,0.4454120552738565,none
750101310445,CCUL,A-Z,2026-04-02,1142.0,56,0.03571428571428571,21.21205481812428,148.48438372686996,208.70088399622108,53.83731136807347,21,7.993605777301127e-15,False,False,False,0.36118476203525396,none
750101135069,TLJ,A-Z,2026-04-02,1154.0,77,0.03896103896103896,19.609782212447772,137.2684754871344,195.7310414445269,58.848180336621546,21,7.327471962526033e-15,False,False,False,0.3668206232359724,none
750101310406,CMTY,A-Y,2026-04-02,34920.0,484,0.012396694214876033,1968.4036224144108,13778.825356900876,16086.59496441722,17.74026404054658,14,6.994405055138486e-15,False,False,False,0.3592628752980816,none
750101310534,VHSA,A-Y,2026-04-02,116290.0,463,0.02591792656587473,3632.6842528296706,25428.789769807696,32751.798133982564,32.01214085959059,14,6.8833827526759706e-15,False,False,False,0.4611786560467146,none
750101135069,VHSA,A-Z,2026-04-02,1226.0,77,0.012987012987012988,15.17381835069313,106.21672845485192,159.2775230878135,80.79706581857144,21,5.10702591327572e-15,False,False,False,0.3686517952323031,none
750101310475,CMD2,A-Y,2026-04-02,5514.0,177,0.03389830508474576,185.18068256657713,1296.26477796604,1647.4233669294508,29.77632398572447,14,4.9960036108132044e-15,False,False,False,0.41051317862033443,none
750101310342,TLJ,A-Z,2026-04-02,69438.0,403,0.03225806451612903,1024.1905191837225,7169.333634286057,10436.05594308882,67.79793280584352,21,4.551914400963142e-15,False,False,False,0.36347062311769907,none
750101310054,MXLI,A-Y,2026-04-02,6975.0,261,0.011494252873563218,82.83067855082872,579.8147498558011,873.1856395841787,84.20793022623639,14,3.4416913763379853e-15,False,False,False,0.5523661839552484,none
750101310314,VHSA,A-Y,2026-04-02,117141.0,463,0.017278617710583154,2403.2335551220713,16822.6348858545,23097.068103713213,48.74307773804776,14,2.1094237467877974e-15,False,False,False,0.36547722850304726,none
750101310474,CMD2,A-Y,2026-04-02,5110.0,176,0.03977272727272727,218.862466498239,1532.037265487673,1864.2698708814933,23.347996034948807,14,1.887379141862766e-15,False,False,False,0.4339422883211694,none
750101310448,TLJ,A-Z,2026-04-02,2233.0,77,0.0,1.0484985020047526,7.339489514033269,18.563592312510288,2129.7121509763288,21,1.4432899320127035e-15,False,False,False,0.5595476491909837,none
750101310534,TLJ,A-Y,2026-04-02,124899.0,461,0.021691973969631236,3616.313390491531,25314.19373344072,32796.00140924954,34.53765935452393,14,1.4432899320127035e-15,False,False,False,0.3519743213998757,none
750101310473,VHSA,A-Y,2026-04-02,5323.0,176,0.028409090909090908,81.75895656699156,572.312695968941,821.0100642407904,65.1060168024337,14,1.2212453270876722e-15,False,False,False,0.37011439193870416,none
750101135068,MXLI,A-Z,2026-04-02,1100.0,75,0.09333333333333334,15.280299195719063,106.96209437003344,155.8019598426831,71.98811920568784,21,9.992007221626409e-16,False,False,False,0.5128279401801804,none
750101310340,TLJ,A-Z,2026-04-02,87075.0,397,0.022670025188916875,1060.3392712111681,7422.374898478177,11014.767828935688,82.11994251664275,21,6.661338147750939e-16,False,False,False,0.37042897209388637,none
7507891,VHSA,C-Z,2026-04-02,118046.0,463,0.012958963282937365,1386.8328268336245,9707.829787835371,14381.725195195651,85.11912734970308,21,2.220446049250313e-16,False,False,False,0.3787825036021313,none
750101310578,TLJ,B-Y,2026-04-02,3848.0,77,0.0,114.64035355163651,802.4824748614556,1026.5746633226668,33.5658420511306,14,2.220446049250313e-16,False,False,False,0.40592357417092045,none
750101310315,CMTY,A-Y,2026-04-02,92052.0,484,0.06198347107438017,2886.548531902078,20205.839723314548,25556.87577612218,31.88998867770387,14,1.1102230246251565e-16,False,False,False,0.48316979158532297,none
750101310551,TLJ,B-Z,2026-04-02,3458.0,75,0.013333333333333334,102.72310444416635,719.0617311091645,917.1640494566418,33.663312832212405,21,1.1102230246251565e-16,False,False,False,0.33965937703763127,none
750101310555,VHSA,B-Y,2026-04-02,1859.0,77,0.05194805194805195,11.076918961671067,77.53843273169747,127.61788690492416,167.82645123906826,14,1.1102230246251565e-16,False,False,False,0.397811261229359,none
750101310621,VHSA,B-Z,2026-04-02,1114.0,75,0.013333333333333334,23.01632397099696,161.11426779697874,217.40565934506736,48.40043098992522,21,1.1102230246251565e-16,False,False,False,0.36397026365296714,none
7507891,CCUL,C-Z,2026-04-02,102610.0,463,0.023758099352051837,880.4506678564729,6163.15467499531,8858.097118400794,116.54258863794401,21,0.0,False,False,False,0.5452829121295015,none
7507891,MXLI,C-Z,2026-04-02,115162.0,467,0.021413276231263382,815.7010656594799,5709.907459616359,7865.898578871738,141.18162259220975,21,0.0,False,False,False,0.5259874431479568,none
61300876519,MXLI,A-Y,2026-04-02,48522.0,467,0.017130620985010708,782.2967719623991,5476.077403736794,6951.8768327597545,62.02505460719477,14,0.0,False,False,False,0.422085995431933,none
61300876519,TLJ,A-Y,2026-04-02,44916.0,463,0.012958963282937365,1848.5685773546027,12939.980041482218,15573.125576584884,24.297719083961237,14,0.0,False,False,False,0.41386556403295033,none
61300876522,CCUL,A-Y,2026-04-02,30056.0,459,0.023965141612200435,431.38573182842384,3019.7001227989667,3879.7691601782017,69.67314350571579,14,0.0,False,False,False,0.4256119482867942,none
61300876522,MXLI,A-Y,2026-04-02,32966.0,462,0.01948051948051948,468.3875826772127,3278.713078740489,4268.746805102396,70.3818829089634,14,0.0,False,False,False,0.4172033191753769,none
61300876522,TLJ,A-Y,2026-04-02,30693.0,458,0.019650655021834062,1357.0652278166297,9499.456594716408,11288.14135385656,22.61718845260054,14,0.0,False,False,False,0.38018169777201244,none
61300876522,VHSA,A-Y,2026-04-02,31708.0,462,0.010822510822510822,911.2837664252913,6378.98636497704,7881.208300490462,34.7948697960258,14,0.0,False,False,False,0.39072052624226367,none
61300876525,CCUL,A-Y,2026-04-02,29169.0,458,0.015283842794759825,787.6431507531339,5513.502055271937,6724.014683058784,37.03326813939662,14,0.0,False,False,False,0.38619196670074873,none
61300876525,CMTY,A-Y,2026-04-02,25869.0,481,0.006237006237006237,1066.263112593607,7463.841788155249,8353.225859555614,24.261366349882955,14,0.0,False,False,False,0.37274028581386404,none
61300876525,MXLI,A-Y,2026-04-02,28548.0,462,0.012987012987012988,764.4365601083266,5351.055920758286,6677.141696857514,37.34515261273548,14,0.0,False,False,False,0.5151099261555454,none
61300876525,TLJ,A-Y,2026-04-02,26479.0,459,0.004357298474945534,1315.160285127611,9206.121995893276,10296.537231559205,20.133667583666977,14,0.0,False,False,False,0.3994891249881008,none
61300876525,VHSA,A-Y,2026-04-02,30896.0,464,0.010775862068965518,841.8262212978259,5892.783549084781,7109.45985303926,36.701161377900874,14,0.0,False,False,False,0.41936108224427077,none
750101135068,CMTY,A-Z,2026-04-02,1069.0,67,0.07462686567164178,27.919382767050376,195.43567936935264,254.0176626170536,38.28881207437014,21,0.0,False,False,False,0.3672728159501695,none
750101135068,TLJ,A-Z,2026-04-02,1240.0,77,0.09090909090909091,25.245066383664856,176.71546468565398,228.0858744994924,49.11850819304472,21,0.0,False,False,False,0.3476597149740763,none
750101135069,MXLI,A-Z,2026-04-02,1170.0,77,0.025974025974025976,8.70116854843162,60.90817983902134,89.5510327638824,134.46469787220613,21,0.0,False,False,False,0.3762192810180531,none
750101135109,CCUL,A-Y,2026-04-02,23740.0,240,0.008333333333333333,910.8529794198157,6375.97085593871,7353.780937082028,26.063481743367216,14,0.0,False,False,False,0.4448759161011803,none
750101135109,CMTY,A-Y,2026-04-02,25994.0,249,0.020080321285140562,1437.3721180828704,10061.604826580093,11262.561876840238,18.084391420274745,14,0.0,False,False,False,0.43814160343054875,none
750101135109,MXLI,A-Y,2026-04-02,26486.0,261,0.022988505747126436,188.78375108082375,1321.4862575657662,1574.566606616647,140.29809159084132,14,0.0,False,False,False,0.4032522949697905,none
750101135109,TLJ,A-Y,2026-04-02,24737.0,241,0.024896265560165973,791.8573478452955,5543.001434917069,6578.645162137058,31.239212551744668,14,0.0,False,False,False,0.37515684104324026,none
750101135109,VHSA,A-Y,2026-04-02,25871.0,252,0.011904761904761904,331.83650070586026,2322.855504941022,2659.541721841036,77.96309310449257,14,0.0,False,False,False,0.39162599072574145,none
750101310054,VHSA,A-Y,2026-04-02,6355.0,252,0.01984126984126984,48.79398835218418,341.5579184652893,509.9347329173581,130.24145421626574,14,0.0,False,False,False,0.547034783110757,none
750101310276,VHSA,A-X,2026-04-02,2541.0,78,0.038461538461538464,51.202254820221206,358.41578374154847,429.7123541215629,49.62672071614487,10,0.0,False,False,False,0.4435788471394623,none
750101310278,CCUL,A-Z,2026-04-02,25174.0,456,0.019736842105263157,382.53328523780016,2677.732996664601,3405.769567983564,65.80865240092949,21,0.0,False,False,False,0.3807827456783483,none
750101310278,MXLI,A-Z,2026-04-02,26211.0,456,0.03070175438596491,291.05082094807375,2037.3557466365162,2458.1451803856758,90.05643727311903,21,0.0,False,False,False,0.3970585652556149,none
750101310278,VHSA,A-Z,2026-04-02,27524.0,444,0.03153153153153153,877.7104184710797,6143.972929297558,7665.046332388575,31.358862126696867,21,0.0,False,False,False,0.38585563889127444,none
750101310280,CCUL,A-X,2026-04-02,6001.0,242,0.004132231404958678,62.589155283432014,438.1240869840241,553.6715880397567,95.87922976152589,10,0.0,False,False,False,0.4449485530220612,none
750101310280,MXLI,A-X,2026-04-02,7370.0,265,0.018867924528301886,64.57039044060937,451.99273308426564,561.4966138834644,114.13900318256225,10,0.0,False,False,False,0.4778667378410482,none
750101310283,CCUL,A-Z,2026-04-02,10160.0,158,0.04430379746835443,137.00471043530405,959.0329730471283,1210.8661985908725,74.15803418523865,21,0.0,False,False,False,0.3769432860994823,none
750101310283,MXLI,A-Z,2026-04-02,11743.0,192,0.09375,188.17324926410402,1317.212744848728,1599.4095861692872,62.4052571017601,21,0.0,False,False,False,0.35650193243921935,none
750101310283,TLJ,A-Z,2026-04-02,10060.0,171,0.05263157894736842,314.0355089407563,2198.248562585294,2646.587185372946,32.03459390287564,21,0.0,False,False,False,0.3655322094421403,none
750101310283,VHSA,A-Z,2026-04-02,11198.0,181,0.04419889502762431,212.5613218668015,1487.9292530676105,1910.3982188358782,52.68126817077787,21,0.0,False,False,False,0.3661045391730866,none
750101310312,CCUL,A-Y,2026-04-02,153597.0,464,0.023706896551724137,3150.9609713525856,22056.7267994681,28891.919528826078,48.74608140070575,14,0.0,False,False,False,0.43757594311036985,none
750101310312,MXLI,A-Y,2026-04-02,172445.0,468,0.03205128205128205,1141.344334784557,7989.4103434919,9305.415719314973,151.08937307035492,14,0.0,False,False,False,0.4203193431585021,none
750101310312,VHSA,A-Y,2026-04-02,161357.0,463,0.028077753779697623,2881.706053179542,20171.94237225679,27180.84285803268,55.993566665818015,14,0.0,False,False,False,0.377716045388576,none
750101310314,CCUL,A-Y,2026-04-02,115782.0,464,0.036637931034482756,2552.3309931580834,17866.316952106583,23046.943245553983,45.36323866707394,14,0.0,False,False,False,0.5191306258218087,none
750101310314,MXLI,A-Y,2026-04-02,127042.0,468,0.023504273504273504,963.6666621799259,6745.666635259481,8581.741294338457,131.83189269266225,14,0.0,False,False,False,0.3881119555065612,none
750101310315,CCUL,A-Y,2026-04-02,86924.0,458,0.039301310043668124,1084.3693535135565,7590.585474594895,9995.899797668708,80.16087850357466,14,0.0,False,False,False,0.41730702134076175,none
750101310315,CMD2,A-Y,2026-04-02,88126.0,509,0.0412573673870334,4387.913420390935,30715.393942736544,36081.57269373435,20.083805571566753,14,0.0,False,False,False,0.3832055092845474,none
750101310315,MXLI,A-Y,2026-04-02,93953.0,466,0.0536480686695279,640.4203801080829,4482.94266075658,5792.680801168352,146.70520008145849,14,0.0,False,False,False,0.41165688090196456,none
750101310315,TLJ,A-Y,2026-04-02,87881.0,460,0.02391304347826087,2122.7492152915406,14859.244507040785,18304.757909178545,41.39961488005088,14,0.0,False,False,False,0.4858839422082501,none
750101310315,VHSA,A-Y,2026-04-02,91052.0,461,0.04772234273318872,1887.3061049947069,13211.142734962948,16822.65537687974,48.24442614742422,14,0.0,False,False,False,0.49743151332131524,none
750101310326,CCUL,A-Y,2026-04-02,10413.0,163,0.09202453987730061,289.43399559384824,2026.0379691569378,2556.8966534578663,35.97711450113196,14,0.0,False,False,False,0.36331279106882935,none
750101310326,MXLI,A-Y,2026-04-02,12034.0,186,0.03763440860215054,250.78906629382456,1755.523464056772,2129.391743818366,47.984548042062414,14,0.0,False,False,False,0.4622953441772772,none
750101310326,VHSA,A-Y,2026-04-02,11019.0,180,0.016666666666666666,366.5050514888064,2565.535360421645,3195.804037104051,30.065069922607975,14,0.0,False,False,False,0.3707844007388728,none
750101310327,CCUL,A-Y,2026-04-02,8996.0,158,0.05063291139240506,296.34419792644474,2074.409385485113,2425.043325524074,30.356592310381213,14,0.0,False,False,False,0.3607101323278111,none
750101310327,MXLI,A-Y,2026-04-02,12241.0,189,0.06349206349206349,253.30049173537685,1773.103442147638,2199.2104966045968,48.32600172283984,14,0.0,False,False,False,0.38480096605480996,none
750101310327,VHSA,A-Y,2026-04-02,11044.0,181,0.03314917127071823,348.3448998198096,2438.414298738667,3027.199289126258,31.704210412475664,14,0.0,False,False,False,0.3640767375631118,none
750101310340,MXLI,A-Z,2026-04-02,95496.0,420,0.023809523809523808,381.14350839560854,2668.00455876926,4175.93230648674,250.55129602490769,21,0.0,False,False,False,0.4101876176514063,none
750101310341,CCUL,A-Z,2026-04-02,59737.0,423,0.04964539007092199,495.86533639615726,3471.057354773101,4491.633067788022,120.47020756513388,21,0.0,False,False,False,0.3914648529518735,none
750101310341,MXLI,A-Z,2026-04-02,71581.0,417,0.03836930455635491,22.22883232740715,155.60182629185005,331.8035814871752,3220.187140092997,21,0.0,False,False,False,0.5150481496166583,none
750101310341,TLJ,A-Z,2026-04-02,72195.0,397,0.037783375314861464,850.7432187462392,5955.202531223675,8334.67248593534,84.86109369921927,21,0.0,False,False,False,0.36614703182913133,none
750101310341,VHSA,A-Z,2026-04-02,69777.0,407,0.06142506142506143,758.5350207187208,5309.7451450310455,6917.384494315752,91.98916080879889,21,0.0,False,False,False,0.3584281167902571,none
750101310342,MXLI,A-Z,2026-04-02,74638.0,422,0.04028436018957346,263.8662980004624,1847.0640860032368,3156.0541600152924,282.86295205410886,21,0.0,False,False,False,0.41259560925472466,none
750101310406,CCUL,A-Y,2026-04-02,34521.0,464,0.017241379310344827,979.685996877677,6857.801978143739,8261.156058401546,35.236800474867124,14,0.0,False,False,False,0.35916126337054166,none
750101310406,MXLI,A-Y,2026-04-02,33873.0,469,0.014925373134328358,408.9607433890405,2862.7252037232834,3526.741702485525,82.82702080228012,14,0.0,False,False,False,0.45876659452387447,none
750101310406,VHSA,A-Y,2026-04-02,35504.0,466,0.01072961373390558,1327.9787959488422,9295.851571641895,11110.030287794812,26.73536664012196,14,0.0,False,False,False,0.35416422681318005,none
750101310407,CCUL,A-Y,2026-04-02,32245.0,464,0.010775862068965518,914.9729583064615,6404.81070814523,7875.223335056804,35.24147867679368,14,0.0,False,False,False,0.3643638013696616,none
750101310407,MXLI,A-Y,2026-04-02,32502.0,469,0.008528784648187633,404.267807985868,2829.874655901076,3503.11489631751,80.39720046454002,14,0.0,False,False,False,0.3756171484360837,none
750101310407,VHSA,A-Y,2026-04-02,36826.0,466,0.01072961373390558,1154.196830449879,8079.377813149153,10080.791710024474,31.906169752386244,14,0.0,False,False,False,0.36868577815509324,none
750101310409,CCUL,A-X,2026-04-02,9615.0,242,0.004132231404958678,192.33759136211197,1346.3631395347838,1475.4322453604725,49.99022776518991,10,0.0,False,False,False,0.3976772902822179,none
750101310409,MXLI,A-X,2026-04-02,11156.0,265,0.011320754716981131,86.17808504883833,603.2465953418683,710.9587089503764,129.45286488644692,10,0.0,False,False,False,0.3821603027090088,none
750101310445,MXLI,A-Z,2026-04-02,1648.0,75,0.0,16.671450736895196,116.70015515826637,172.13853472666852,98.85162521296661,21,0.0,False,False,False,0.46553167743901486,none
750101310445,VHSA,A-Z,2026-04-02,1622.0,77,0.025974025974025976,23.81893386996827,166.73253708977788,233.82181018952144,68.09708649659896,21,0.0,False,False,False,0.3888234699633964,none
750101310449,CCUL,A-Z,2026-04-02,1694.0,58,0.017241379310344827,29.00157520990711,203.01102646934976,273.9752523569919,58.4106203797275,21,0.0,False,False,False,0.5150527791926193,none
750101310449,MXLI,A-Z,2026-04-02,2290.0,76,0.013157894736842105,27.817583897380473,194.7230872816633,278.58333074551865,82.32203085817402,21,0.0,False,False,False,0.43020459872616645,none
750101310449,TLJ,A-Z,2026-04-02,2215.0,77,0.012987012987012988,50.757913214514154,355.3053925015991,456.767514313497,43.6385158436069,21,0.0,False,False,False,0.3413668944626046,none
750101310449,VHSA,A-Z,2026-04-02,2338.0,79,0.0379746835443038,40.49320792864073,283.4524555004851,367.32776773750606,57.738078052994645,21,0.0,False,False,False,0.357035745714339,none
750101310473,CCUL,A-Y,2026-04-02,5499.0,188,0.031914893617021274,74.98549311092596,524.8984517764817,709.1807747774544,73.33418467843288,14,0.0,False,False,False,0.4767663340725989,none
750101310473,CMTY,A-Y,2026-04-02,5718.0,189,0.015873015873015872,120.95170997424059,846.6619698196841,1117.5453320543395,47.275065406001936,14,0.0,False,False,False,0.42292580394418994,none
750101310473,MXLI,A-Y,2026-04-02,5696.0,193,0.04145077720207254,30.30632575826549,212.14428030785842,291.31988125258397,187.94756069849612,14,0.0,False,False,False,0.5258155999681315,none
750101310473,TLJ,A-Y,2026-04-02,4725.0,170,0.023529411764705882,44.04549598992089,308.3184719294462,444.16926242871386,107.27544085509314,14,0.0,False,False,False,0.4512017400817072,none
750101310474,CCUL,A-Y,2026-04-02,5518.0,188,0.02127659574468085,35.61670332438232,249.31692327067623,323.64604758253125,154.9273089579437,14,0.0,False,False,False,0.4487112096472968,none
750101310474,CMTY,A-Y,2026-04-02,5956.0,187,0.058823529411764705,161.09104435622547,1127.6373104935783,1355.8140002722364,36.97288091837879,14,0.0,False,False,False,0.40120875689737606,none
750101310474,MXLI,A-Y,2026-04-02,5714.0,193,0.07253886010362694,19.813732117583918,138.69612482308742,193.521695271422,288.38585109006533,14,0.0,False,False,False,0.5508275864834726,none
750101310474,TLJ,A-Y,2026-04-02,4899.0,169,0.07100591715976332,45.04897816305077,315.3428471413554,414.10173026296366,108.74830461788734,14,0.0,False,False,False,0.4110862474440136,none
750101310474,VHSA,A-Y,2026-04-02,5222.0,177,0.05084745762711865,59.05347201222349,413.3743040855644,563.1503727724859,88.42833151146638,14,0.0,False,False,False,0.37507008301657246,none
750101310475,CCUL,A-Y,2026-04-02,5213.0,187,0.026737967914438502,73.83878827702826,516.8715179391978,652.291174406135,70.5997500993905,14,0.0,False,False,False,0.46453575144117115,none
750101310475,CMTY,A-Y,2026-04-02,5920.0,188,0.031914893617021274,134.79159978862654,943.5411985203857,1149.6159108424104,43.919650848298026,14,0.0,False,False,False,0.40506732672010054,none
750101310475,MXLI,A-Y,2026-04-02,5853.0,193,0.03626943005181347,27.754625575604628,194.2823790292324,280.59608891456287,210.88376725011878,14,0.0,False,False,False,0.49933451726482847,none
750101310475,TLJ,A-Y,2026-04-02,5577.0,170,0.047058823529411764,52.97865409771295,370.85057868399065,501.17352319620073,105.26881241101131,14,0.0,False,False,False,0.3976197312520883,none
750101310475,VHSA,A-Y,2026-04-02,6030.0,176,0.022727272727272728,78.35386484711947,548.4770539298363,760.3302811753122,76.95855222668932,14,0.0,False,False,False,0.38098931926821866,none
750101310480,CCUL,A-Y,2026-04-02,13306.0,397,0.03526448362720403,164.70663290855188,1152.9464303598631,1498.9075754489447,80.78606043381224,14,0.0,False,False,False,0.3852871031769392,none
750101310480,TLJ,A-Y,2026-04-02,11851.0,385,0.06233766233766234,305.1199438214081,2135.839606749857,2766.5554897171087,38.840463365241675,14,0.0,False,False,False,0.4017744865853742,none
750101310482,CCUL,A-Y,2026-04-02,10072.0,313,0.06070287539936102,127.15199592288754,890.0639714602128,1243.6912739783115,79.2122839039684,14,0.0,False,False,False,0.38423082597077657,none
750101310482,MXLI,A-Y,2026-04-02,8209.0,312,0.08012820512820513,64.14667183775178,449.0267028642625,636.0325697797812,127.9723447034522,14,0.0,False,False,False,0.3989025775016898,none
750101310533,CCUL,A-Y,2026-04-02,114472.0,459,0.026143790849673203,2018.4915455615228,14129.44081893066,18887.583504388447,56.71165690622455,14,0.0,False,False,False,0.37923265126826056,none
750101310533,MXLI,A-Y,2026-04-02,118605.0,465,0.010752688172043012,1105.563355812619,7738.9434906883325,10522.830026115567,107.28014760657666,14,0.0,False,False,False,0.38438836399261406,none
750101310533,TLJ,A-Y,2026-04-02,123646.0,461,0.01735357917570499,3051.422260794472,21359.955825561305,27630.199221347662,40.52077668457704,14,0.0,False,False,False,0.36256047420639814,none
750101310534,CCUL,A-Y,2026-04-02,115488.0,461,0.021691973969631236,2351.9795423688665,16463.856796582066,20923.76380594175,49.10246790823818,14,0.0,False,False,False,0.36447452567190747,none
750101310534,MXLI,A-Y,2026-04-02,126215.0,465,0.012903225806451613,1085.1426258458696,7595.998380921087,9375.905124951574,116.31189946263082,14,0.0,False,False,False,0.3948555515315654,none
750101310541,MXLI,A-Z,2026-04-02,5281.0,80,0.075,106.70750071744331,746.9525050221032,979.371916850761,49.49042911223131,21,0.0,False,False,False,0.36523231081669494,none
750101310546,CCUL,A-Z,2026-04-02,12903.0,194,0.0,357.7117834625066,2503.9824842375465,2851.5798146382344,36.07093922124716,21,0.0,False,False,False,0.35735549491582125,none
750101310546,CMTY,A-Z,2026-04-02,13969.0,206,0.024271844660194174,553.7084059917951,3875.958841942566,4531.057556206251,25.2280800667617,21,0.0,False,False,False,0.36770208626898543,none
750101310546,MXLI,A-Z,2026-04-02,13488.0,224,0.017857142857142856,193.4093347810081,1353.8653434670568,1629.531141980295,69.73810243064058,21,0.0,False,False,False,0.3700190652451913,none
750101310548,CCUL,B-Z,2026-04-02,9803.0,138,0.021739130434782608,224.0874516165122,1568.6121613155854,1852.4699233800118,43.74631390237851,21,0.0,False,False,False,0.42863311933593595,none
750101310548,MXLI,B-Z,2026-04-02,10825.0,166,0.030120481927710843,172.00077472409242,1204.005423068647,1392.5471878311243,62.93576303574478,21,0.0,False,False,False,0.37171301671882206,none
750101310548,VHSA,B-Z,2026-04-02,11944.0,150,0.03333333333333333,294.694601539054,2062.862210773378,2475.3872988643298,40.53009433366609,21,0.0,False,False,False,0.3868357595561312,none
750101310550,CCUL,B-Y,2026-04-02,19727.0,424,0.01179245283018868,430.9295007444763,3016.506505211334,3567.5199174856007,45.77778955935837,14,0.0,False,False,False,0.42152165845058204,none
750101310550,CMTY,B-Y,2026-04-02,19925.0,452,0.024336283185840708,1243.0013808681422,8701.009666076996,9280.977525492975,16.029748885784745,14,0.0,False,False,False,0.3935685528196586,none
750101310550,MXLI,B-Y,2026-04-02,21192.0,437,0.013729977116704805,245.32075079567656,1717.245255569736,1892.9004064964136,86.38486524790743,14,0.0,False,False,False,0.37744723648451245,none
750101310550,TLJ,B-Y,2026-04-02,20704.0,432,0.016203703703703703,1003.4175338213975,7023.922736749782,7970.331914593764,20.63348436931459,14,0.0,False,False,False,0.4165497697322537,none
750101310551,CMTY,B-Z,2026-04-02,2520.0,65,0.046153846153846156,41.57395397815639,291.0176778470947,371.0016495300093,60.6148744313338,21,0.0,False,False,False,0.42148579366140965,none
750101310551,MXLI,B-Z,2026-04-02,2757.0,72,0.041666666666666664,9.194892925272255,64.36425047690578,92.59567410694252,299.84035946980504,21,0.0,False,False,False,0.5042515408447175,none
750101310551,VHSA,B-Z,2026-04-02,3181.0,70,0.02857142857142857,54.66509190529666,382.65564333707664,486.65251762106277,58.190700667088485,21,0.0,False,False,False,0.3587603520797435,none
750101310555,CCUL,B-Y,2026-04-02,1767.0,58,0.06896551724137931,7.772230515533273,54.405613608732914,89.32185277582101,227.34786319944365,14,0.0,False,False,False,0.529266395652803,none
750101310555,MXLI,B-Y,2026-04-02,2317.0,79,0.02531645569620253,9.677929862535075,67.74550903774552,110.2454630879758,239.41070382928729,14,0.0,False,False,False,0.5587718004174612,none
750101310555,TLJ,B-Y,2026-04-02,2482.0,79,0.05063291139240506,17.45453864770766,122.18177053395362,183.10858387328472,142.19797212033248,14,0.0,False,False,False,0.3911108410563379,none
750101310556,VHSA,B-Z,2026-04-02,2149.0,78,0.038461538461538464,13.445327620440235,94.11729334308164,144.9435924306789,159.83247568716635,21,0.0,False,False,False,0.4154326375209007,none
750101310577,CCUL,B-Z,2026-04-02,2161.0,56,0.0,53.03340130100527,371.2338091070369,466.37880226524067,40.747905036953334,21,0.0,False,False,False,0.3580577715133945,none
750101310577,MXLI,B-Z,2026-04-02,3149.0,76,0.039473684210526314,27.74189507280756,194.19326550965292,244.30114800507832,113.51063046470215,21,0.0,False,False,False,0.3927725542870823,none
750101310577,TLJ,B-Z,2026-04-02,3118.0,77,0.012987012987012988,104.32221309505958,730.255491665417,908.7260098202198,29.88816961886001,21,0.0,False,False,False,0.3765450269362532,none
750101310577,VHSA,B-Z,2026-04-02,3231.0,78,0.038461538461538464,58.35054062921246,408.45378440448724,509.76541879240585,55.372237603269795,21,0.0,False,False,False,0.34954222241331073,none
750101310578,CCUL,B-Y,2026-04-02,2512.0,56,0.017857142857142856,86.28129406176268,603.9690584323388,738.2908301920859,29.11407423029419,14,0.0,False,False,False,0.393830583065181,none
750101310578,VHSA,B-Y,2026-04-02,3508.0,77,0.012987012987012988,74.161428176559,519.129997235913,679.9880865181153,47.30221742289493,14,0.0,False,False,False,0.3864155075910657,none
750101310581,MXLI,B-Y,2026-04-02,2603.0,97,0.0,68.75222751307344,481.26559259151406,595.8081632966471,37.86059149145432,14,0.0,False,False,False,0.3861938161304675,none
750101310581,VHSA,B-Y,2026-04-02,2348.0,87,0.0,42.038263569456475,294.2678449861953,353.7093257551667,55.853876935725154,14,0.0,False,False,False,0.44211668013471,none
750101310607,CCUL,B-Z,2026-04-02,1806.0,141,0.3475177304964539,18.624436560838003,130.37105592586602,162.5082198749472,96.96937644801102,21,0.0,False,False,False,0.37028149697193213,none
750101310607,MXLI,B-Z,2026-04-02,2191.0,169,0.3136094674556213,14.829175556205302,103.80422889343711,144.82544559868774,147.74927922969871,21,0.0,False,False,False,0.5016897863646479,none
