upc,cedis,cluster,date,on_hand,stores_reporting,stockout_store_share,daily_mean_7d,demand_7d_p50,demand_7d_p90,cover_days,cover_threshold,p_stockout_7d,alert_cover,alert_prob,alert_iforest,iforest_score,severity
750101310445,TLJ,A-Z,2026-04-02,1727.0,77,0.012987012987012988,43.50357544298096,304.52502810086673,421.2692595105596,39.6978864935719,21,3.611111409895784e-12,False,False,False,0.4181437356494095,none
750101310340,CCUL,A-Z,2026-04-02,81748.0,419,0.03579952267303103,1081.7478833910066,7572.235183737045,11789.94201367007,75.57028884007673,21,2.8612667790639534e-12,False,False,False,0.3661663812701483,none
750101135069,CMTY,A-Z,2026-04-02,856.0,68,0.07352941176470588,21.057651909505076,147.40356336653554,204.33901781468265,40.65030629619325,21,2.556288514199423e-12,False,False,False,0.3464237040059319,none
750101310406,TLJ,A-Y,2026-04-02,38020.0,463,0.0064794816414686825,2544.936125836061,17814.552880852425,20504.50817614931,14.939471216594756,14,2.4484858585083202e-12,False,False,False,0.49718177043394535,none
750101310478,MXLI,A-Y,2026-04-02,4334.0,105,0.06666666666666667,59.465146333539415,416.25602433477593,640.4403833026834,72.88302925701447,14,1.5967227540159001e-12,False,False,False,0.502000499432814,none
750101310327,CMTY,A-Y,2026-04-02,9322.0,167,0.041916167664670656,588.1738838430454,4117.217186901317,4784.344393716257,15.849054601151899,14,1.5412116027846423e-12,False,False,False,0.48008513445708606,none
750101310342,CCUL,A-Z,2026-04-02,68713.0,418,0.03588516746411483,916.9773091251544,6418.841163876081,9901.105887111731,74.93424244658343,21,1.1920464615400306e-12,False,False,False,0.48603418072860227,none
750101310578,CMTY,B-Y,2026-04-02,2686.0,66,0.045454545454545456,126.76664927363201,887.3665449154241,1082.9439207584342,21.18853827399143,14,5.161426841482353e-13,False,False,False,0.35390692352444975,none
750101310621,TLJ,B-Z,2026-04-02,1138.0,74,0.013513513513513514,28.46380799526488,199.24665596685415,272.32650546042095,39.98059571612178,21,4.440892098500626e-13,False,False,False,0.36296721490460915,none
750101135109,CMD2,A-Y,2026-04-02,26234.0,244,0.01639344262295082,1708.0853492550527,11956.59744478537,13761.16610849119,15.35871729796256,14,3.921307722976053e-13,False,False,False,0.45160454627828694,none
750101310556,TLJ,B-Z,2026-04-02,2512.0,79,0.02531645569620253,27.542569433030767,192.79798603121537,302.62100944946894,91.20427221243392,21,1.4654943925052066e-13,False,False,False,0.47166461737035315,none
750101310533,VHSA,A-Y,2026-04-02,109084.0,463,0.03023758099352052,2735.5841000758987,19149.08870053129,25893.999633754695,39.875944591494545,14,7.382983113757291e-14,False,False,False,0.3568344103264765,none
