upc,cedis,h,target_week,q05,q10,q50,q90,q95,model,origin,n_weeks_at_origin,origin_label,cluster,is_discontinued,is_high_promo,is_cold_start
7507891,MXLI,5,2026-05-04,2438.717976983152,2914.9493411153917,4426.386570015551,7799.516873384404,8119.406442231203,lgbm,2026-03-30,107,final,C-Z,False,False,False
7507891,MXLI,6,2026-05-11,2372.233503553036,2695.5778351116305,4341.524236210657,7952.096662988588,8125.550883407635,lgbm,2026-03-30,107,final,C-Z,False,False,False
7507891,MXLI,7,2026-05-18,2734.856328679374,3495.1406531248504,4356.6274179934,5947.8385373477795,6982.688683577443,lgbm,2026-03-30,107,final,C-Z,False,False,False
7507891,MXLI,8,2026-05-25,2778.7291007249523,3434.033070778485,4172.908901327277,5790.261108114347,6711.0742175919995,lgbm,2026-03-30,107,final,C-Z,False,False,False
7507891,TLJ,1,2026-04-06,17144.998405706996,17577.554997155945,25445.27615867579,36205.03246028399,37332.52162396852,lgbm,2026-03-30,107,final,C-Z,False,False,False
7507891,TLJ,2,2026-04-13,11353.564947756444,17862.387258861723,24830.757540779414,36564.1908387952,55103.811903648864,lgbm,2026-03-30,107,final,C-Z,False,False,False
7507891,TLJ,3,2026-04-20,11052.707572773823,17615.334182541428,26533.06742401182,37549.242005893124,56968.21141111948,lgbm,2026-03-30,107,final,C-Z,False,False,False
7507891,TLJ,4,2026-04-27,12485.11669436005,17393.542311176512,25425.348365330756,38912.91959418412,56702.037882858946,lgbm,2026-03-30,107,final,C-Z,False,False,False
7507891,TLJ,5,2026-05-04,11357.464563579068,11367.189165847272,21058.19268302193,39093.84495394742,41103.64633797938,lgbm,2026-03-30,107,final,C-Z,False,False,False
7507891,TLJ,6,2026-05-11,10529.911170262007,11408.027736673925,20385.29752660654,39218.5970027415,41530.10534792789,lgbm,2026-03-30,107,final,C-Z,False,False,False
7507891,TLJ,7,2026-05-18,14267.671391308379,15743.743513636313,19724.357172073513,26888.766263717644,32615.144809324396,lgbm,2026-03-30,107,final,C-Z,False,False,False
7507891,TLJ,8,2026-05-25,12666.806113459024,15201.048571964491,19206.701752202098,26922.979035852077,33139.866437438846,lgbm,2026-03-30,107,final,C-Z,False,False,False
7507891,VHSA,1,2026-04-06,7111.290139224055,7566.187215077412,9707.829787835373,14381.725195195653,15262.523078549286,lgbm,2026-03-30,107,final,C-Z,False,False,False
7507891,VHSA,2,2026-04-13,4762.888216117667,7170.3021124579245,9843.191047661678,14838.493165018961,22581.285396622683,lgbm,2026-03-30,107,final,C-Z,False,False,False
7507891,VHSA,3,2026-04-20,5259.919619256899,8415.37509874622,11339.68768296785,15200.502632687552,23016.35766864283,lgbm,2026-03-30,107,final,C-Z,False,False,False
7507891,VHSA,4,2026-04-27,5463.56459916956,8106.098479380935,11348.949180565178,16428.66478316803,23990.34034002658,lgbm,2026-03-30,107,final,C-Z,False,False,False
7507891,VHSA,5,2026-05-04,4177.664612888019,5131.250221537048,8256.7193380089,15523.757208327688,16983.369710596075,lgbm,2026-03-30,107,final,C-Z,False,False,False
7507891,VHSA,6,2026-05-11,4191.339331727908,4769.125259877419,8086.590837548586,15730.731540416251,17069.60691201413,lgbm,2026-03-30,107,final,C-Z,False,False,False
7507891,VHSA,7,2026-05-18,5622.255790669982,6592.044279711294,8099.449930064978,10881.799620483369,13284.338910954131,lgbm,2026-03-30,107,final,C-Z,False,False,False
7507891,VHSA,8,2026-05-25,5189.95293190401,5767.948477251179,8060.583437527826,11265.276216899165,13600.098300080424,lgbm,2026-03-30,107,final,C-Z,False,False,False
