upc,cedis,h,target_week,q05,q10,q50,q90,q95,model,origin,n_weeks_at_origin,origin_label,cluster,is_discontinued,is_high_promo,is_cold_start
61300876519,CMTY,2,2026-03-23,18033.648465611474,20640.326700072,24986.527607220836,29459.694334042524,30758.73667962505,lgbm,2026-03-09,104,risk_eval,A-Y,False,False,False
61300876519,CMTY,3,2026-03-30,18805.563610033973,21667.05502331797,26436.407502007372,30858.277428701316,32407.57600326906,lgbm,2026-03-09,104,risk_eval,A-Y,False,False,False
61300876519,CMTY,4,2026-04-06,15806.539079789862,18635.751292298977,26492.53906277967,30953.763696820424,32966.91503853405,lgbm,2026-03-09,104,risk_eval,A-Y,False,False,False
61300876519,CMTY,5,2026-04-13,17170.398086840596,20228.014486514592,25701.302480683735,31475.06264372055,33644.81045149892,lgbm,2026-03-09,104,risk_eval,A-Y,False,False,False
61300876519,CMTY,6,2026-04-20,15607.682532785246,19003.310217038532,25137.632766801733,30908.9907252296,33490.193174947206,lgbm,2026-03-09,104,risk_eval,A-Y,False,False,False
61300876519,CMTY,7,2026-04-27,16401.283294822664,19470.557875650742,26394.826318626096,31061.69456124976,33478.425644775,lgbm,2026-03-09,104,risk_eval,A-Y,False,False,False
61300876519,CMTY,8,2026-05-04,14666.815812890145,17599.069017121667,25261.78423425671,31428.031310782968,33931.90313182739,lgbm,2026-03-09,104,risk_eval,A-Y,False,False,False
61300876519,MXLI,1,2026-03-16,3904.8695291648855,4268.865781603285,5102.954853271388,6305.90728740482,6803.076423267802,lgbm,2026-03-09,104,risk_eval,A-Y,False,False,False
61300876519,MXLI,2,2026-03-23,3855.6659028568574,4201.45431054237,5128.208234618002,6570.334586917787,6601.784227028931,lgbm,2026-03-09,104,risk_eval,A-Y,False,False,False
61300876519,MXLI,3,2026-03-30,3765.981924256748,4431.049023239294,5445.216890252134,6422.313471252873,7077.803630938673,lgbm,2026-03-09,104,risk_eval,A-Y,False,False,False
61300876519,MXLI,4,2026-04-06,3628.6575798056847,4177.206148378586,5287.140004172524,6573.030211485784,7018.1463949536865,lgbm,2026-03-09,104,risk_eval,A-Y,False,False,False
61300876519,MXLI,5,2026-04-13,3694.5329889670384,4363.30315718983,5288.82708587834,6437.6025590887975,7096.695394703939,lgbm,2026-03-09,104,risk_eval,A-Y,False,False,False
61300876519,MXLI,6,2026-04-20,3558.6244321425356,4185.081078056139,5322.827376683366,6381.077248467553,7004.749536845,lgbm,2026-03-09,104,risk_eval,A-Y,False,False,False
61300876519,MXLI,7,2026-04-27,3332.314913001667,4023.8894498101236,5196.506048843926,6587.352734387387,7326.31088840691,lgbm,2026-03-09,104,risk_eval,A-Y,False,False,False
61300876519,MXLI,8,2026-05-04,3272.599668104045,3950.157974181328,5237.970283760752,6487.119245324495,7070.2771626947515,lgbm,2026-03-09,104,risk_eval,A-Y,False,False,False
61300876519,TLJ,1,2026-03-16,10855.614633336198,12458.605707293815,13542.940164460662,14285.608256517437,15805.63356456764,lgbm,2026-03-09,104,risk_eval,A-Y,False,False,False
61300876519,TLJ,2,2026-03-23,10687.114711654252,11930.475515290838,13312.82143600062,14148.811778890853,15278.036390698086,lgbm,2026-03-09,104,risk_eval,A-Y,False,False,False
61300876519,TLJ,3,2026-03-30,10571.591966402655,12253.143277599056,14129.354181910168,14945.756169440754,16604.189515665486,lgbm,2026-03-09,104,risk_eval,A-Y,False,False,False
61300876519,TLJ,4,2026-04-06,9953.754954805205,11718.129063258577,13788.195128167456,14681.254474138106,16346.296970058467,lgbm,2026-03-09,104,risk_eval,A-Y,False,False,False
61300876519,TLJ,5,2026-04-13,10336.94611540007,11957.59153693875,13768.637493109547,15421.52099982047,17064.263038999085,lgbm,2026-03-09,104,risk_eval,A-Y,False,False,False
61300876519,TLJ,6,2026-04-20,9937.987233803955,11469.128728044181,13859.339417464498,15032.280757179982,16704.51845833631,lgbm,2026-03-09,104,risk_eval,A-Y,False,False,False
61300876519,TLJ,7,2026-04-27,10287.053378275377,12582.064743102328,13903.618797040093,14925.834444041368,17131.770909405022,lgbm,2026-03-09,104,risk_eval,A-Y,False,False,False
61300876519,TLJ,8,2026-05-04,9152.921889738782,10970.566719110562,13719.75925007144,15151.676225286494,16945.479612279094,lgbm,2026-03-09,104,risk_eval,A-Y,False,False,False
61300876522,CCUL,1,2026-03-16,1931.3130760236465,2169.5953316066903,2562.9898117260304,3047.1714067373027,3291.2055221294795,lgbm,2026-03-09,104,risk_eval,A-Y,False,False,False
61300876522,CCUL,2,2026-03-23,1950.688703957369,2132.212889706158,2660.8773459336944,3199.5025903048704,3244.7342567328465,lgbm,2026-03-09,104,risk_eval,A-Y,False,False,False
61300876522,CCUL,3,2026-03-30,1795.2832480372017,1974.2214759323263,2690.0963304296297,3621.9742815005857,3716.1217096059536,lgbm,2026-03-09,104,risk_eval,A-Y,False,False,False
61300876522,CCUL,4,2026-04-06,1834.290804424797,2022.743308016777,2653.11030458465,3341.561054117509,3465.51995597053,lgbm,2026-03-09,104,risk_eval,A-Y,False,False,False
61300876522,CCUL,5,2026-04-13,1833.2705758162044,1994.3266806768577,2644.327686170221,3479.8660168323804,3603.659394637778,lgbm,2026-03-09,104,risk_eval,A-Y,False,False,False
61300876522,CCUL,6,2026-04-20,1819.4340946575742,1943.9605682072715,2664.7628999106323,3465.071480814334,3499.8342910114916,lgbm,2026-03-09,104,risk_eval,A-Y,False,False,False
61300876522,CCUL,7,2026-04-27,1734.7461395986422,2002.3979375625627,2579.015330367158,3306.517379581034,3625.909157477826,lgbm,2026-03-09,104,risk_eval,A-Y,False,False,False
61300876522,CCUL,8,2026-05-04,1674.2678770434636,1933.073599792201,2593.632593856077,3323.3389352967765,3554.7402923059076,lgbm,2026-03-09,104,risk_eval,A-Y,False,False,False
61300876522,CMD2,1,2026-03-16,20818.24244237644,24346.206175129533,26807.996264001944,30582.339884747787,34638.9614143034,lgbm,2026-03-09,104,risk_eval,A-Y,False,False,False
61300876522,CMD2,2,2026-03-23,20517.360880446726,22948.44489211124,27052.90556830878,31823.920758401153,34270.40558415931,lgbm,2026-03-09,104,risk_eval,A-Y,False,False,False
61300876522,CMD2,3,2026-03-30,19320.26175519888,21317.5423495067,27673.522439316584,38145.27287100918,39107.086150211515,lgbm,2026-03-09,104,risk_eval,A-Y,False,False,False
61300876522,CMD2,4,2026-04-06,19084.46631230132,22264.60353728823,27163.188188712033,32058.39518079153,36260.64487731276,lgbm,2026-03-09,104,risk_eval,A-Y,False,False,False
61300876522,CMD2,5,2026-04-13,19207.89627541017,21758.371152893822,26969.108561892994,33528.61716120478,37365.10691628428,lgbm,2026-03-09,104,risk_eval,A-Y,False,False,False
61300876522,CMD2,6,2026-04-20,19036.480402031404,21375.21301208292,27306.83927746461,33017.96793343842,36404.241669682204,lgbm,2026-03-09,104,risk_eval,A-Y,False,False,False
61300876522,CMD2,7,2026-04-27,18639.11566982147,22594.23645658979,26690.28284715018,32521.697066934987,37287.32552844168,lgbm,2026-03-09,104,risk_eval,A-Y,False,False,False
61300876522,CMD2,8,2026-05-04,17384.198453691555,20118.967581462406,26710.29288136794,33223.91207401369,36793.7541349251,lgbm,2026-03-09,104,risk_eval,A-Y,False,False,False
61300876522,CMTY,1,2026-03-16,11929.266273980806,13580.974183010285,17219.093380628176,23036.484081857645,23257.177563261725,lgbm,2026-03-09,104,risk_eval,A-Y,False,False,False
61300876522,CMTY,2,2026-03-23,12825.474265227473,14417.747661344714,17996.189618191995,21800.687261021772,22557.761573857482,lgbm,2026-03-09,104,risk_eval,A-Y,False,False,False
61300876522,CMTY,3,2026-03-30,11926.851563867376,13359.854490271644,18172.426092875776,24896.844978722842,25564.25173052231,lgbm,2026-03-09,104,risk_eval,A-Y,False,False,False
61300876522,CMTY,4,2026-04-06,10580.67235837938,12117.385747380018,17780.356382096896,23495.016575024925,24749.65141785205,lgbm,2026-03-09,104,risk_eval,A-Y,False,False,False
61300876522,CMTY,5,2026-04-13,10623.115494230733,12118.973877951696,17184.467104396295,24110.24277728221,25599.848077943207,lgbm,2026-03-09,104,risk_eval,A-Y,False,False,False
61300876522,CMTY,6,2026-04-20,10496.85774137398,11738.093550394155,17222.155322624687,23922.336119517266,24925.937928622712,lgbm,2026-03-09,104,risk_eval,A-Y,False,False,False
61300876522,CMTY,7,2026-04-27,10358.904811628894,11914.363485892114,17671.41471097812,24028.85890833808,25352.986996977208,lgbm,2026-03-09,104,risk_eval,A-Y,False,False,False
61300876522,CMTY,8,2026-05-04,9773.060829827054,11011.480891068992,16979.40280217219,24324.88027266776,25286.58081800135,lgbm,2026-03-09,104,risk_eval,A-Y,False,False,False
61300876522,MXLI,1,2026-03-16,2298.5370804718605,2596.531490310823,3124.1365427680853,3673.9952408598983,4009.4489124205543,lgbm,2026-03-09,104,risk_eval,A-Y,False,False,False
61300876522,MXLI,2,2026-03-23,2335.9066068944016,2564.6691358402445,3204.4045050800723,3958.3094744527784,3975.4417510644535,lgbm,2026-03-09,104,risk_eval,A-Y,False,False,False
61300876522,MXLI,3,2026-03-30,2129.511689718362,2471.9271356011213,3235.8242503970896,4214.511008615384,4481.36918407253,lgbm,2026-03-09,104,risk_eval,A-Y,False,False,False
61300876522,MXLI,4,2026-04-06,2184.9745615888432,2530.970521702118,3172.928214916427,3780.944677361656,4203.261791424259,lgbm,2026-03-09,104,risk_eval,A-Y,False,False,False
61300876522,MXLI,5,2026-04-13,2093.116311709016,2480.6069285238846,3145.2813121727727,3882.9535914503313,4376.633198795771,lgbm,2026-03-09,104,risk_eval,A-Y,False,False,False
61300876522,MXLI,6,2026-04-20,2138.003222603818,2448.1430475080997,3185.551179959642,3865.9169228627525,4251.933638181479,lgbm,2026-03-09,104,risk_eval,A-Y,False,False,False
61300876522,MXLI,7,2026-04-27,1993.2950480921645,2304.0673561816848,3070.0972807119,3938.852988921887,4413.700690375669,lgbm,2026-03-09,104,risk_eval,A-Y,False,False,False
61300876522,MXLI,8,2026-05-04,2010.7174989148004,2350.478899902637,3104.743765347012,3888.989570454442,4313.022132254328,lgbm,2026-03-09,104,risk_eval,A-Y,False,False,False
61300876522,TLJ,1,2026-03-16,7275.3892586901065,8357.922014007878,9535.315228912223,11050.7804077517,11850.212561205852,lgbm,2026-03-09,104,risk_eval,A-Y,False,False,False
61300876522,TLJ,2,2026-03-23,7279.523733868071,7994.153429717347,9792.724430435612,11269.718803310374,11655.91597710792,lgbm,2026-03-09,104,risk_eval,A-Y,False,False,False
61300876522,TLJ,3,2026-03-30,6816.610578130028,7304.7200239866415,9961.94654751143,13244.44126536542,13318.287248353508,lgbm,2026-03-09,104,risk_eval,A-Y,False,False,False
61300876522,TLJ,4,2026-04-06,6645.798640051602,7548.382422594297,9728.53937637705,11580.512850320616,12624.093730353285,lgbm,2026-03-09,104,risk_eval,A-Y,False,False,False
61300876522,TLJ,5,2026-04-13,6709.458634362534,7341.710601843683,9684.177869460938,12196.333245450023,13142.103135412037,lgbm,2026-03-09,104,risk_eval,A-Y,False,False,False
61300876522,TLJ,6,2026-04-20,6716.199636672037,7245.049071510386,9802.985781328045,12031.157638783969,12740.244055873618,lgbm,2026-03-09,104,risk_eval,A-Y,False,False,False
61300876522,TLJ,7,2026-04-27,6528.816015171395,7667.555511967256,9552.738340263544,11876.311631218901,13167.461089505296,lgbm,2026-03-09,104,risk_eval,A-Y,False,False,False
61300876522,TLJ,8,2026-05-04,6166.144660595943,6893.783502102955,9552.177714168713,12157.690316004635,12968.804683867891,lgbm,2026-03-09,104,risk_eval,A-Y,False,False,False
61300876522,VHSA,1,2026-03-16,4625.849001729201,4934.7359933414755,6654.2094429898025,9238.655889090445,9261.78878085683,lgbm,2026-03-09,104,risk_eval,A-Y,False,False,False
61300876522,VHSA,2,2026-03-23,4720.435574046964,5069.368573196442,6888.4857182119995,8937.10815167693,9055.90475256019,lgbm,2026-03-09,104,risk_eval,A-Y,False,False,False
61300876522,VHSA,3,2026-03-30,4412.318399058538,4588.338457815145,7027.501082550603,10269.663822676435,10536.844319450936,lgbm,2026-03-09,104,risk_eval,A-Y,False,False,False
61300876522,VHSA,4,2026-04-06,4419.531847210609,4755.998652417507,6920.87309204273,9447.118035977333,9451.792979757836,lgbm,2026-03-09,104,risk_eval,A-Y,False,False,False
61300876522,VHSA,5,2026-04-13,4412.235903451608,4638.220362710242,6836.369732781588,9737.6252512601,9801.887987694987,lgbm,2026-03-09,104,risk_eval,A-Y,False,False,False
61300876522,VHSA,6,2026-04-20,4509.428815098168,4591.571354993631,6981.28105200009,9595.097879121386,9829.897587180472,lgbm,2026-03-09,104,risk_eval,A-Y,False,False,False
61300876522,VHSA,7,2026-04-27,4236.882127100269,4479.447350784636,6737.552889394029,9830.156577214555,9862.540671781686,lgbm,2026-03-09,104,risk_eval,A-Y,False,False,False
61300876522,VHSA,8,2026-05-04,4146.462349830625,4363.665903874367,6843.081194389857,9750.137122809763,9795.877252468928,lgbm,2026-03-09,104,risk_eval,A-Y,False,False,False
61300876525,CCUL,1,2026-03-16,3639.5732411718673,3934.3022229240974,4554.4046512662,5021.631273549401,5412.115220660621,lgbm,2026-03-09,104,risk_eval,A-Y,False,False,False
61300876525,CCUL,2,2026-03-23,3643.3456653257554,3918.5401676020724,4737.397063716154,5436.23477545992,5519.498619916956,lgbm,2026-03-09,104,risk_eval,A-Y,False,False,False
61300876525,CCUL,3,2026-03-30,3490.351134037195,3771.973737921106,4960.569523251519,6055.185451205729,6120.83546818642,lgbm,2026-03-09,104,risk_eval,A-Y,False,False,False
61300876525,CCUL,4,2026-04-06,3480.6949873863496,3810.0718434439714,4612.102440210581,5320.456897241907,5685.131036416586,lgbm,2026-03-09,104,risk_eval,A-Y,False,False,False
61300876525,CCUL,5,2026-04-13,3486.36420924491,3715.077087863823,4607.029746904906,5817.361279846027,5959.648799488866,lgbm,2026-03-09,104,risk_eval,A-Y,False,False,False
61300876525,CCUL,6,2026-04-20,3482.517440374907,3728.855138087912,4637.180011661778,5404.924169610695,5714.865506157925,lgbm,2026-03-09,104,risk_eval,A-Y,False,False,False
61300876525,CCUL,7,2026-04-27,3386.092996402869,3723.388173908187,4654.344804481985,5505.3716861342355,5918.651118916118,lgbm,2026-03-09,104,risk_eval,A-Y,False,False,False
61300876525,CCUL,8,2026-05-04,3283.390073354162,3587.5972408406915,4550.008529027251,5464.76141901335,5847.381315162824,lgbm,2026-03-09,104,risk_eval,A-Y,False,False,False
61300876525,CMD2,1,2026-03-16,14615.45836287213,16802.868056922944,18276.889341729297,19472.396436962885,21368.077068258375,lgbm,2026-03-09,104,risk_eval,A-Y,False,False,False
61300876525,CMD2,2,2026-03-23,14347.486985779873,15851.312701267821,18654.30887835432,21261.40684113336,21599.606625314635,lgbm,2026-03-09,104,risk_eval,A-Y,False,False,False
61300876525,CMD2,3,2026-03-30,13900.468373228687,15400.536189077442,19951.18554703687,24121.008822919328,24192.67536323017,lgbm,2026-03-09,104,risk_eval,A-Y,False,False,False
61300876525,CMD2,4,2026-04-06,13673.171963709396,15945.31545170881,18925.948908049555,20054.0562823141,22313.387872596282,lgbm,2026-03-09,104,risk_eval,A-Y,False,False,False
61300876525,CMD2,5,2026-04-13,13828.120644905996,15699.467251482676,18994.863881754714,21059.955534783046,22997.403240564854,lgbm,2026-03-09,104,risk_eval,A-Y,False,False,False
61300876525,CMD2,6,2026-04-20,13644.277042087026,15376.882014642137,19076.30187177702,20554.601945483442,22431.220376849928,lgbm,2026-03-09,104,risk_eval,A-Y,False,False,False
61300876525,CMD2,7,2026-04-27,13867.792213021647,16084.428594556464,19171.240626096915,20544.005595467304,22712.306456310005,lgbm,2026-03-09,104,risk_eval,A-Y,False,False,False
61300876525,CMD2,8,2026-05-04,12925.7108644228,14635.85740823634,18543.084987357903,20770.319163898614,22587.931414443083,lgbm,2026-03-09,104,risk_eval,A-Y,False,False,False
61300876525,CMTY,1,2026-03-16,5616.298300805592,6451.711939129548,7560.679901690177,8411.228526392872,9271.515069163686,lgbm,2026-03-09,104,risk_eval,A-Y,False,False,False
61300876525,CMTY,2,2026-03-23,5692.614776887604,6279.90896291267,7737.416504459996,9107.293362649925,9112.672317682891,lgbm,2026-03-09,104,risk_eval,A-Y,False,False,False
61300876525,CMTY,3,2026-03-30,5389.639896326019,6202.324906978777,8171.2752556873775,9973.770171414335,10361.265532287587,lgbm,2026-03-09,104,risk_eval,A-Y,False,False,False
61300876525,CMTY,4,2026-04-06,5289.148481696712,6038.347206969692,7782.878534118767,8606.167745274597,9557.968224391569,lgbm,2026-03-09,104,risk_eval,A-Y,False,False,False
61300876525,CMTY,5,2026-04-13,5456.563576510375,6323.468807197245,7856.357326708364,8791.090739191503,9719.458294086082,lgbm,2026-03-09,104,risk_eval,A-Y,False,False,False
61300876525,CMTY,6,2026-04-20,5428.429644367769,6217.153179024769,7836.107588837168,8614.278062208497,9418.46959192427,lgbm,2026-03-09,104,risk_eval,A-Y,False,False,False
61300876525,CMTY,7,2026-04-27,4949.612782217386,5784.500883681434,7805.878642739865,8909.96221952757,9758.668417444156,lgbm,2026-03-09,104,risk_eval,A-Y,False,False,False
61300876525,CMTY,8,2026-05-04,5032.285413447667,5611.852770866384,7644.337904716913,8857.24639103485,9573.000684372397,lgbm,2026-03-09,104,risk_eval,A-Y,False,False,False
61300876525,MXLI,1,2026-03-16,3570.92078101296,4008.5095402064826,4943.724587908623,5929.786360700107,6544.4021297697,lgbm,2026-03-09,104,risk_eval,A-Y,False,False,False
