_all,n_series,order_units,working_capital,expected_lost_units,demand_mean_units,ma4_order_units,ma4_working_capital,ma4_expected_lost_units,ly_order_units,ly_working_capital,fq_order_units,fq_working_capital,fq_expected_lost_units,target_stock_value,fq_target_stock_value,lines_below_90,ma4_lines_below_90,fq_lines_below_90,service_level_weighted,ma4_service_level_weighted,fq_service_level_weighted,fill_rate,ma4_fill_rate,fq_fill_rate,delta_working_capital_vs_ma4,lost_units_reduction_vs_ma4,target_stock_value_freed_by_fq
portfolio,328,2184400.0,53371555.31802174,5255.091367296449,4118201.0614684783,2156800.0,51918389.85762275,6341.669118107966,3434700.0,76668752.19455615,1335400.0,33489540.226989646,20444.346159128458,151525584.6264142,123200720.34868973,3,12,5,0.9923718360072611,0.9905635750531044,0.9600866120314431,0.9987239352113074,0.9984600875422419,0.9950356124302882,1453165.460398987,1086.577750811517,28324864.277724475
